SAMPLE_ID,LAB_ID,STATION,MATRIX,COLLECT_METHOD,SAMPLE_TYPE,PROJECT_CODE,COLLECT_DATE,DISCHARGE,UP_DOWN_STREAM,WEATHER,DEPTH,TOTAL_DEPTH,SECCHI_DEPTH,FIRST_TRIGGER_DATE,RUN_DATE,PREP_DATE,STORET_CODE,TEST_NAME,TEST_NUMBER,VALUE,UNITS,UNCERTAINTY,REMARK_CODE,METHOD,MDL,SAMP_COMMENT,RESULT_COMMENT,FLAG,HSN,SCHEDULE_SEQ,CMP
P77870-8,51170008,C2,SW,G,SAMP,SGPC,4/30/2015 11:44,,,,,,,,5/6/2015 9:08,5/6/2015 9:08,00681,DOC,89,10.3,mg/L,+/- 1.8,,SM5310B,1.6,,,,51170008,5105080,00681
P77870-8,51170008,C2,SW,G,SAMP,SGPC,4/30/2015 11:44,,,,,,,,5/11/2015 11:33,5/7/2015 14:00,00602,TDN,,0.6,mg/L,+/- 0.054,,SM4500NC,0.02,,,,51170008,5105084,00602
P77870-8,51170008,C2,SW,G,SAMP,SGPC,4/30/2015 11:44,,,,,,,,5/6/2015 17:02,5/6/2015 17:02,00403,LPH,15,8.11,pH Units,+/- 0.13,,SM4500H+B,0.1,,,Q,51170008,5105081,00403
P77870-9,51170009,C3,SW,G,SAMP,SGPC,4/30/2015 11:48,,,,,,,,5/5/2015 20:02,5/5/2015 20:02,00941,CL,32,4699,mg/L,+/- 222,,SM4110B,20,,,,51170009,5105086,00941
P77870-9,51170009,C3,SW,G,SAMP,SGPC,4/30/2015 11:48,,,,,,,,5/5/2015 20:02,5/5/2015 20:02,00946,SO4,33,620,mg/L,+/- 30.4,,SM4110B,20,,,,51170009,5105086,00946
P77870-9,51170009,C3,SW,G,SAMP,SGPC,4/30/2015 11:48,,,,,,,,5/6/2015 17:10,5/6/2015 17:10,00410,ALKA,67,120,mg/L,+/- 12,,SM2320B,1,,,,51170009,5105085,00410
P77870-9,51170009,C3,SW,G,SAMP,SGPC,4/30/2015 11:48,,,,,,,,5/13/2015 16:36,5/13/2015 16:36,00608,NH4,20,0.121,mg/L,+/- 0.008,,SM4500NH3H,0.005,,,,51170009,5105089,00608
P77870-9,51170009,C3,SW,G,SAMP,SGPC,4/30/2015 11:48,,,,,,,,5/6/2015 9:08,5/6/2015 9:08,00681,DOC,89,10.4,mg/L,+/- 1.8,,SM5310B,1.6,,,,51170009,5105087,00681
P77870-9,51170009,C3,SW,G,SAMP,SGPC,4/30/2015 11:48,,,,,,,,5/11/2015 11:35,5/7/2015 14:00,00602,TDN,,0.699,mg/L,+/- 0.062,,SM4500NC,0.02,,,,51170009,5105091,00602
P77870-9,51170009,C3,SW,G,SAMP,SGPC,4/30/2015 11:48,,,,,,,,5/6/2015 17:10,5/6/2015 17:10,00403,LPH,15,8.13,pH Units,+/- 0.13,,SM4500H+B,0.1,,,Q,51170009,5105088,00403
P77870-10,51170010,C4,SW,G,SAMP,SGPC,4/30/2015 11:50,,,,,,,,5/5/2015 20:11,5/5/2015 20:11,00941,CL,32,2458,mg/L,+/- 117,,SM4110B,20,,,,51170010,5105093,00941
P77870-10,51170010,C4,SW,G,SAMP,SGPC,4/30/2015 11:50,,,,,,,,5/5/2015 20:11,5/5/2015 20:11,00946,SO4,33,348,mg/L,+/- 23.8,,SM4110B,20,,,,51170010,5105093,00946
P77870-10,51170010,C4,SW,G,SAMP,SGPC,4/30/2015 11:50,,,,,,,,5/6/2015 17:19,5/6/2015 17:19,00410,ALKA,67,117,mg/L,+/- 12,,SM2320B,1,,,,51170010,5105092,00410
P77870-10,51170010,C4,SW,G,SAMP,SGPC,4/30/2015 11:50,,,,,,,,5/13/2015 16:38,5/13/2015 16:38,00608,NH4,20,0.02,mg/L,+/- 0.005,,SM4500NH3H,0.005,,,,51170010,5105096,00608
P77870-10,51170010,C4,SW,G,SAMP,SGPC,4/30/2015 11:50,,,,,,,,5/6/2015 9:08,5/6/2015 9:08,00681,DOC,89,11.8,mg/L,+/- 1.8,,SM5310B,1.6,,,,51170010,5105094,00681
P77870-10,51170010,C4,SW,G,SAMP,SGPC,4/30/2015 11:50,,,,,,,,5/11/2015 11:36,5/7/2015 14:00,00602,TDN,,0.651,mg/L,+/- 0.058,,SM4500NC,0.02,,,,51170010,5105098,00602
P77870-10,51170010,C4,SW,G,SAMP,SGPC,4/30/2015 11:50,,,,,,,,5/6/2015 17:19,5/6/2015 17:19,00403,LPH,15,8.14,pH Units,+/- 0.13,,SM4500H+B,0.1,,,Q,51170010,5105095,00403
P77870-11,51170011,C5,SW,G,SAMP,SGPC,4/30/2015 11:52,,,,,,,,5/5/2015 20:21,5/5/2015 20:21,00941,CL,32,4578,mg/L,+/- 216,,SM4110B,20,,,,51170011,5105100,00941
P77870-11,51170011,C5,SW,G,SAMP,SGPC,4/30/2015 11:52,,,,,,,,5/5/2015 20:21,5/5/2015 20:21,00946,SO4,33,596,mg/L,+/- 29.8,,SM4110B,20,,,,51170011,5105100,00946
P77870-11,51170011,C5,SW,G,SAMP,SGPC,4/30/2015 11:52,,,,,,,,5/6/2015 17:27,5/6/2015 17:27,00410,ALKA,67,109,mg/L,+/- 11,,SM2320B,1,,,,51170011,5105099,00410
P77870-11,51170011,C5,SW,G,SAMP,SGPC,4/30/2015 11:52,,,,,,,,5/13/2015 16:39,5/13/2015 16:39,00608,NH4,20,0.174,mg/L,+/- 0.010,,SM4500NH3H,0.005,,,,51170011,5105103,00608
P77870-11,51170011,C5,SW,G,SAMP,SGPC,4/30/2015 11:52,,,,,,,,5/6/2015 9:08,5/6/2015 9:08,00681,DOC,89,13,mg/L,+/- 1.9,,SM5310B,1.6,,,,51170011,5105101,00681
P77870-11,51170011,C5,SW,G,SAMP,SGPC,4/30/2015 11:52,,,,,,,,5/11/2015 11:37,5/7/2015 14:00,00602,TDN,,0.848,mg/L,+/- 0.074,,SM4500NC,0.02,,,,51170011,5105105,00602
P77870-11,51170011,C5,SW,G,SAMP,SGPC,4/30/2015 11:52,,,,,,,,5/6/2015 17:27,5/6/2015 17:27,00403,LPH,15,8.13,pH Units,+/- 0.13,,SM4500H+B,0.1,,,Q,51170011,5105102,00403
P77870-12,51170012,C6,SW,G,SAMP,SGPC,4/30/2015 11:54,,,,,,,,5/5/2015 20:30,5/5/2015 20:30,00941,CL,32,3172,mg/L,+/- 150,,SM4110B,20,,,,51170012,5105107,00941
P77870-12,51170012,C6,SW,G,SAMP,SGPC,4/30/2015 11:54,,,,,,,,5/5/2015 20:30,5/5/2015 20:30,00946,SO4,33,440,mg/L,+/- 25.8,,SM4110B,20,,,,51170012,5105107,00946
P77870-12,51170012,C6,SW,G,SAMP,SGPC,4/30/2015 11:54,,,,,,,,5/6/2015 17:35,5/6/2015 17:35,00410,ALKA,67,140,mg/L,+/- 14,,SM2320B,1,,,,51170012,5105106,00410
P77870-12,51170012,C6,SW,G,SAMP,SGPC,4/30/2015 11:54,,,,,,,,5/13/2015 16:41,5/13/2015 16:41,00608,NH4,20,0.023,mg/L,+/- 0.005,,SM4500NH3H,0.005,,,,51170012,5105110,00608
P77870-12,51170012,C6,SW,G,SAMP,SGPC,4/30/2015 11:54,,,,,,,,5/6/2015 9:08,5/6/2015 9:08,00681,DOC,89,19.7,mg/L,+/- 2.2,,SM5310B,1.6,,,,51170012,5105108,00681
P77870-12,51170012,C6,SW,G,SAMP,SGPC,4/30/2015 11:54,,,,,,,,5/11/2015 11:39,5/7/2015 14:00,00602,TDN,,0.744,mg/L,+/- 0.066,,SM4500NC,0.02,,,,51170012,5105112,00602
P77870-12,51170012,C6,SW,G,SAMP,SGPC,4/30/2015 11:54,,,,,,,,5/6/2015 17:35,5/6/2015 17:35,00403,LPH,15,8.22,pH Units,+/- 0.13,,SM4500H+B,0.1,,,Q,51170012,5105109,00403
P77870-13,51170013,C6,SW,G,FD,SGPC,4/30/2015 11:55,,,,,,,,5/5/2015 20:39,5/5/2015 20:39,00941,CL,32,3550,mg/L,+/- 168,,SM4110B,20,,,,51170013,5105114,00941
P77870-13,51170013,C6,SW,G,FD,SGPC,4/30/2015 11:55,,,,,,,,5/5/2015 20:39,5/5/2015 20:39,00946,SO4,33,490,mg/L,+/- 27.0,,SM4110B,20,,,,51170013,5105114,00946
P77870-13,51170013,C6,SW,G,FD,SGPC,4/30/2015 11:55,,,,,,,,5/6/2015 17:44,5/6/2015 17:44,00410,ALKA,67,163,mg/L,+/- 17,,SM2320B,1,,,,51170013,5105113,00410
P77870-13,51170013,C6,SW,G,FD,SGPC,4/30/2015 11:55,,,,,,,,5/13/2015 16:42,5/13/2015 16:42,00608,NH4,20,0.051,mg/L,+/- 0.006,,SM4500NH3H,0.005,,,,51170013,5105117,00608
P77870-13,51170013,C6,SW,G,FD,SGPC,4/30/2015 11:55,,,,,,,,5/6/2015 9:08,5/6/2015 9:08,00681,DOC,89,19,mg/L,+/- 2.1,,SM5310B,1.6,,,,51170013,5105115,00681
P77870-13,51170013,C6,SW,G,FD,SGPC,4/30/2015 11:55,,,,,,,,5/11/2015 11:40,5/7/2015 14:00,00602,TDN,,0.987,mg/L,+/- 0.085,,SM4500NC,0.02,,,,51170013,5105119,00602
P77870-13,51170013,C6,SW,G,FD,SGPC,4/30/2015 11:55,,,,,,,,5/6/2015 17:44,5/6/2015 17:44,00403,LPH,15,8.25,pH Units,+/- 0.13,,SM4500H+B,0.1,,,Q,51170013,5105116,00403
P77872-1,51172001,C1C1,PW,G,SAMP,SGPC,4/30/2015 12:16,,,,,,,,5/5/2015 13:28,5/5/2015 13:28,00941,CL,32,7789,mg/L,+/- 367,,SM4110B,20,,,,51172001,5104861,00941
P77872-1,51172001,C1C1,PW,G,SAMP,SGPC,4/30/2015 12:16,,,,,,,,5/5/2015 13:28,5/5/2015 13:28,00946,SO4,33,1050,mg/L,+/- 43.7,,SM4110B,20,,,,51172001,5104861,00946
P77872-1,51172001,C1C1,PW,G,SAMP,SGPC,4/30/2015 12:16,,,,,,,,5/6/2015 12:24,5/6/2015 12:24,00410,ALKA,67,147,mg/L,+/- 15,,SM2320B,1,,,,51172001,5104867,00410
P77872-1,51172001,C1C1,PW,G,SAMP,SGPC,4/30/2015 12:16,,,,,,,,5/13/2015 16:03,5/13/2015 16:03,00608,NH4,20,0.347,mg/L,+/- 0.019,,SM4500NH3H,0.005,,,,51172001,5104863,00608
P77872-1,51172001,C1C1,PW,G,SAMP,SGPC,4/30/2015 12:16,,,,,,,,5/5/2015 9:55,5/5/2015 9:55,00681,DOC,89,33.5,mg/L,+/- 2.9,,SM5310B,1.6,,,,51172001,5104862,00681
P77872-1,51172001,C1C1,PW,G,SAMP,SGPC,4/30/2015 12:16,,,,,,,,5/11/2015 10:36,5/7/2015 14:00,00602,TDN,,1.74,mg/L,+/- 0.177,,SM4500NC,0.1,,,,51172001,5104865,00602
P77872-1,51172001,C1C1,PW,G,SAMP,SGPC,4/30/2015 12:16,,,,,,,,5/6/2015 12:24,5/6/2015 12:24,00403,LPH,15,7.1,pH Units,+/- 0.12,,SM4500H+B,0.1,,,Q,51172001,5104866,00403
P77872-2,51172002,C1C2,PW,G,SAMP,SGPC,4/30/2015 12:23,,,,,,,,5/5/2015 13:37,5/5/2015 13:37,00941,CL,32,8788,mg/L,+/- 414,,SM4110B,20,,,,51172002,5104868,00941
P77872-2,51172002,C1C2,PW,G,SAMP,SGPC,4/30/2015 12:23,,,,,,,,5/5/2015 13:37,5/5/2015 13:37,00946,SO4,33,1071,mg/L,+/- 44.4,,SM4110B,20,,,,51172002,5104868,00946
P77872-2,51172002,C1C2,PW,G,SAMP,SGPC,4/30/2015 12:23,,,,,,,,5/6/2015 12:32,5/6/2015 12:32,00410,ALKA,67,200,mg/L,+/- 21,,SM2320B,1,,,,51172002,5104874,00410
P77872-2,51172002,C1C2,PW,G,SAMP,SGPC,4/30/2015 12:23,,,,,,,,5/13/2015 16:05,5/13/2015 16:05,00608,NH4,20,0.456,mg/L,+/- 0.024,,SM4500NH3H,0.005,,,,51172002,5104870,00608
P77872-2,51172002,C1C2,PW,G,SAMP,SGPC,4/30/2015 12:23,,,,,,,,5/5/2015 9:55,5/5/2015 9:55,00681,DOC,89,21.8,mg/L,+/- 2.2,,SM5310B,1.6,,,,51172002,5104869,00681
P77872-2,51172002,C1C2,PW,G,SAMP,SGPC,4/30/2015 12:23,,,,,,,,5/11/2015 10:44,5/7/2015 14:00,00602,TDN,,1.41,mg/L,+/- 0.155,,SM4500NC,0.1,,,,51172002,5104872,00602
P77872-2,51172002,C1C2,PW,G,SAMP,SGPC,4/30/2015 12:23,,,,,,,,5/6/2015 12:32,5/6/2015 12:32,00403,LPH,15,7.53,pH Units,+/- 0.12,,SM4500H+B,0.1,,,Q,51172002,5104873,00403
P77872-5,51172005,C2C5,PW,G,SAMP,SGPC,4/30/2015 12:26,,,,,,,,5/5/2015 14:05,5/5/2015 14:05,00941,CL,32,4298,mg/L,+/- 203,,SM4110B,20,,,,51172005,5104889,00941
P77872-5,51172005,C2C5,PW,G,SAMP,SGPC,4/30/2015 12:26,,,,,,,,5/5/2015 14:05,5/5/2015 14:05,00946,SO4,33,480,mg/L,+/- 26.7,,SM4110B,20,,,,51172005,5104889,00946
P77872-5,51172005,C2C5,PW,G,SAMP,SGPC,4/30/2015 12:26,,,,,,,,5/6/2015 12:54,5/6/2015 12:54,00410,ALKA,67,252,mg/L,+/- 26,,SM2320B,1,,,,51172005,5104895,00410
P77872-5,51172005,C2C5,PW,G,SAMP,SGPC,4/30/2015 12:26,,,,,,,,5/13/2015 16:09,5/13/2015 16:09,00608,NH4,20,0.634,mg/L,+/- 0.033,,SM4500NH3H,0.005,,,,51172005,5104891,00608
P77872-5,51172005,C2C5,PW,G,SAMP,SGPC,4/30/2015 12:26,,,,,,,,5/5/2015 9:55,5/5/2015 9:55,00681,DOC,89,28.1,mg/L,+/- 2.6,,SM5310B,1.6,,,,51172005,5104890,00681
P77872-5,51172005,C2C5,PW,G,SAMP,SGPC,4/30/2015 12:26,,,,,,,,5/11/2015 10:48,5/7/2015 14:00,00602,TDN,,1.72,mg/L,+/- 0.176,,SM4500NC,0.1,,,,51172005,5104893,00602
P77872-5,51172005,C2C5,PW,G,SAMP,SGPC,4/30/2015 12:26,,,,,,,,5/6/2015 12:54,5/6/2015 12:54,00403,LPH,15,7.14,pH Units,+/- 0.12,,SM4500H+B,0.1,,,Q,51172005,5104894,00403
P77872-6,51172006,C2C6,PW,G,SAMP,SGPC,4/30/2015 12:28,,,,,,,,5/5/2015 14:15,5/5/2015 14:15,00941,CL,32,4410,mg/L,+/- 208,,SM4110B,20,,,,51172006,5104896,00941
P77872-6,51172006,C2C6,PW,G,SAMP,SGPC,4/30/2015 12:28,,,,,,,,5/5/2015 14:15,5/5/2015 14:15,00946,SO4,33,559,mg/L,+/- 28.8,,SM4110B,20,,,,51172006,5104896,00946
P77872-6,51172006,C2C6,PW,G,SAMP,SGPC,4/30/2015 12:28,,,,,,,,5/6/2015 13:02,5/6/2015 13:02,00410,ALKA,67,172,mg/L,+/- 18,,SM2320B,1,,,,51172006,5104902,00410
P77872-6,51172006,C2C6,PW,G,SAMP,SGPC,4/30/2015 12:28,,,,,,,,5/13/2015 16:11,5/13/2015 16:11,00608,NH4,20,0.214,mg/L,+/- 0.012,,SM4500NH3H,0.005,,,,51172006,5104898,00608
P77872-6,51172006,C2C6,PW,G,SAMP,SGPC,4/30/2015 12:28,,,,,,,,5/5/2015 9:55,5/5/2015 9:55,00681,DOC,89,26.2,mg/L,+/- 2.5,,SM5310B,1.6,,,,51172006,5104897,00681
P77872-6,51172006,C2C6,PW,G,SAMP,SGPC,4/30/2015 12:28,,,,,,,,5/11/2015 10:50,5/7/2015 14:00,00602,TDN,,1.36,mg/L,+/- 0.152,,SM4500NC,0.1,,,,51172006,5104900,00602
P77872-6,51172006,C2C6,PW,G,SAMP,SGPC,4/30/2015 12:28,,,,,,,,5/6/2015 13:02,5/6/2015 13:02,00403,LPH,15,7.5,pH Units,+/- 0.12,,SM4500H+B,0.1,,,Q,51172006,5104901,00403
P77872-3,51172003,C1C3,PW,G,SAMP,SGPC,4/30/2015 12:31,,,,,,,,5/5/2015 13:47,5/5/2015 13:47,00941,CL,32,8464,mg/L,+/- 398,,SM4110B,20,,,,51172003,5104875,00941
P77872-3,51172003,C1C3,PW,G,SAMP,SGPC,4/30/2015 12:31,,,,,,,,5/5/2015 13:47,5/5/2015 13:47,00946,SO4,33,1109,mg/L,+/- 45.6,,SM4110B,20,,,,51172003,5104875,00946
P77872-3,51172003,C1C3,PW,G,SAMP,SGPC,4/30/2015 12:31,,,,,,,,5/6/2015 12:39,5/6/2015 12:39,00410,ALKA,67,160,mg/L,+/- 17,,SM2320B,1,,,,51172003,5104881,00410
P77872-3,51172003,C1C3,PW,G,SAMP,SGPC,4/30/2015 12:31,,,,,,,,5/13/2015 16:06,5/13/2015 16:06,00608,NH4,20,0.539,mg/L,+/- 0.028,,SM4500NH3H,0.005,,,,51172003,5104877,00608
P77872-3,51172003,C1C3,PW,G,SAMP,SGPC,4/30/2015 12:31,,,,,,,,5/5/2015 9:55,5/5/2015 9:55,00681,DOC,89,32.8,mg/L,+/- 2.9,,SM5310B,1.6,,,,51172003,5104876,00681
P77872-3,51172003,C1C3,PW,G,SAMP,SGPC,4/30/2015 12:31,,,,,,,,5/11/2015 10:45,5/7/2015 14:00,00602,TDN,,1.9,mg/L,+/- 0.188,,SM4500NC,0.1,,,,51172003,5104879,00602
P77872-3,51172003,C1C3,PW,G,SAMP,SGPC,4/30/2015 12:31,,,,,,,,5/6/2015 12:39,5/6/2015 12:39,00403,LPH,15,7.28,pH Units,+/- 0.12,,SM4500H+B,0.1,,,Q,51172003,5104880,00403
P77872-4,51172004,C1C4,PW,G,SAMP,SGPC,4/30/2015 12:39,,,,,,,,5/5/2015 13:56,5/5/2015 13:56,00941,CL,32,9168,mg/L,+/- 431,,SM4110B,20,,,,51172004,5104882,00941
P77872-4,51172004,C1C4,PW,G,SAMP,SGPC,4/30/2015 12:39,,,,,,,,5/5/2015 13:56,5/5/2015 13:56,00946,SO4,33,1052,mg/L,+/- 43.8,,SM4110B,20,,,,51172004,5104882,00946
P77872-4,51172004,C1C4,PW,G,SAMP,SGPC,4/30/2015 12:39,,,,,,,,5/6/2015 12:46,5/6/2015 12:46,00410,ALKA,67,268,mg/L,+/- 28,,SM2320B,1,,,,51172004,5104888,00410
P77872-4,51172004,C1C4,PW,G,SAMP,SGPC,4/30/2015 12:39,,,,,,,,5/13/2015 16:08,5/13/2015 16:08,00608,NH4,20,0.745,mg/L,+/- 0.039,,SM4500NH3H,0.005,,,,51172004,5104884,00608
P77872-4,51172004,C1C4,PW,G,SAMP,SGPC,4/30/2015 12:39,,,,,,,,5/5/2015 9:55,5/5/2015 9:55,00681,DOC,89,27.4,mg/L,+/- 2.6,,SM5310B,1.6,,,,51172004,5104883,00681
P77872-4,51172004,C1C4,PW,G,SAMP,SGPC,4/30/2015 12:39,,,,,,,,5/11/2015 10:47,5/7/2015 14:00,00602,TDN,,1.84,mg/L,+/- 0.184,,SM4500NC,0.1,,,,51172004,5104886,00602
P77872-4,51172004,C1C4,PW,G,SAMP,SGPC,4/30/2015 12:39,,,,,,,,5/6/2015 12:46,5/6/2015 12:46,00403,LPH,15,7.12,pH Units,+/- 0.12,,SM4500H+B,0.1,,,Q,51172004,5104887,00403
P77872-7,51172007,C2C7,PW,G,SAMP,SGPC,4/30/2015 12:42,,,,,,,,5/5/2015 14:24,5/5/2015 14:24,00941,CL,32,4368,mg/L,+/- 206,,SM4110B,20,,,,51172007,5104903,00941
P77872-7,51172007,C2C7,PW,G,SAMP,SGPC,4/30/2015 12:42,,,,,,,,5/5/2015 14:24,5/5/2015 14:24,00946,SO4,33,356,mg/L,+/- 23.9,,SM4110B,20,,,,51172007,5104903,00946
P77872-7,51172007,C2C7,PW,G,SAMP,SGPC,4/30/2015 12:42,,,,,,,,5/6/2015 13:21,5/6/2015 13:21,00410,ALKA,67,409,mg/L,+/- 42,,SM2320B,1,,,,51172007,5104909,00410
P77872-7,51172007,C2C7,PW,G,SAMP,SGPC,4/30/2015 12:42,,,,,,,,5/13/2015 16:12,5/13/2015 16:12,00608,NH4,20,1.454,mg/L,+/- 0.076,,SM4500NH3H,0.005,,,,51172007,5104905,00608
P77872-7,51172007,C2C7,PW,G,SAMP,SGPC,4/30/2015 12:42,,,,,,,,5/5/2015 9:55,5/5/2015 9:55,00681,DOC,89,43.4,mg/L,+/- 3.5,,SM5310B,1.6,,,,51172007,5104904,00681
P77872-7,51172007,C2C7,PW,G,SAMP,SGPC,4/30/2015 12:42,,,,,,,,5/11/2015 10:51,5/7/2015 14:00,00602,TDN,,2.95,mg/L,+/- 0.267,,SM4500NC,0.1,,,,51172007,5104907,00602
P77872-7,51172007,C2C7,PW,G,SAMP,SGPC,4/30/2015 12:42,,,,,,,,5/6/2015 13:21,5/6/2015 13:21,00403,LPH,15,7.29,pH Units,+/- 0.12,,SM4500H+B,0.1,,,Q,51172007,5104908,00403
P77872-9,51172009,C3C9,PW,G,SAMP,SGPC,4/30/2015 12:50,,,,,,,,5/5/2015 14:43,5/5/2015 14:43,00941,CL,32,7740,mg/L,+/- 364,,SM4110B,20,,,,51172009,5104917,00941
P77872-9,51172009,C3C9,PW,G,SAMP,SGPC,4/30/2015 12:50,,,,,,,,5/5/2015 14:43,5/5/2015 14:43,00946,SO4,33,952,mg/L,+/- 40.5,,SM4110B,20,,,,51172009,5104917,00946
P77872-9,51172009,C3C9,PW,G,SAMP,SGPC,4/30/2015 12:50,,,,,,,,5/6/2015 13:37,5/6/2015 13:37,00410,ALKA,67,181,mg/L,+/- 19,,SM2320B,1,,,,51172009,5104923,00410
P77872-9,51172009,C3C9,PW,G,SAMP,SGPC,4/30/2015 12:50,,,,,,,,5/13/2015 16:15,5/13/2015 16:15,00608,NH4,20,0.357,mg/L,+/- 0.019,,SM4500NH3H,0.005,,,,51172009,5104919,00608
P77872-9,51172009,C3C9,PW,G,SAMP,SGPC,4/30/2015 12:50,,,,,,,,5/5/2015 9:55,5/5/2015 9:55,00681,DOC,89,25.6,mg/L,+/- 2.5,,SM5310B,1.6,,,,51172009,5104918,00681
P77872-9,51172009,C3C9,PW,G,SAMP,SGPC,4/30/2015 12:50,,,,,,,,5/11/2015 10:54,5/7/2015 14:00,00602,TDN,,1.35,mg/L,+/- 0.151,,SM4500NC,0.1,,,,51172009,5104921,00602
P77872-9,51172009,C3C9,PW,G,SAMP,SGPC,4/30/2015 12:50,,,,,,,,5/6/2015 13:37,5/6/2015 13:37,00403,LPH,15,7.58,pH Units,+/- 0.12,,SM4500H+B,0.1,,,Q,51172009,5104922,00403
P77872-8,51172008,C2C8,PW,G,SAMP,SGPC,4/30/2015 12:52,,,,,,,,5/5/2015 14:34,5/5/2015 14:34,00941,CL,32,5451,mg/L,+/- 257,,SM4110B,20,,,,51172008,5104910,00941
P77872-8,51172008,C2C8,PW,G,SAMP,SGPC,4/30/2015 12:52,,,,,,,,5/5/2015 14:34,5/5/2015 14:34,00946,SO4,33,606,mg/L,+/- 30.0,,SM4110B,20,,,,51172008,5104910,00946
P77872-8,51172008,C2C8,PW,G,SAMP,SGPC,4/30/2015 12:52,,,,,,,,5/6/2015 13:30,5/6/2015 13:30,00410,ALKA,67,240,mg/L,+/- 25,,SM2320B,1,,,,51172008,5104916,00410
P77872-8,51172008,C2C8,PW,G,SAMP,SGPC,4/30/2015 12:52,,,,,,,,5/13/2015 16:13,5/13/2015 16:13,00608,NH4,20,0.699,mg/L,+/- 0.037,,SM4500NH3H,0.005,,,,51172008,5104912,00608
P77872-8,51172008,C2C8,PW,G,SAMP,SGPC,4/30/2015 12:52,,,,,,,,5/5/2015 9:55,5/5/2015 9:55,00681,DOC,89,38.8,mg/L,+/- 3.2,,SM5310B,1.6,,,,51172008,5104911,00681
P77872-8,51172008,C2C8,PW,G,SAMP,SGPC,4/30/2015 12:52,,,,,,,,5/11/2015 10:52,5/7/2015 14:00,00602,TDN,,2.19,mg/L,+/- 0.209,,SM4500NC,0.1,,,,51172008,5104914,00602
P77872-8,51172008,C2C8,PW,G,SAMP,SGPC,4/30/2015 12:52,,,,,,,,5/6/2015 13:20,5/6/2015 13:20,00403,LPH,15,7.13,pH Units,+/- 0.12,,SM4500H+B,0.1,,,Q,51172008,5104915,00403
P77872-13,51172013,C4C13,PW,G,SAMP,SGPC,4/30/2015 12:56,,,,,,,,5/5/2015 15:30,5/5/2015 15:30,00941,CL,32,4435,mg/L,+/- 209,,SM4110B,20,,,,51172013,5104945,00941
P77872-13,51172013,C4C13,PW,G,SAMP,SGPC,4/30/2015 12:56,,,,,,,,5/5/2015 15:30,5/5/2015 15:30,00946,SO4,33,546,mg/L,+/- 28.4,,SM4110B,20,,,,51172013,5104945,00946
P77872-13,51172013,C4C13,PW,G,SAMP,SGPC,4/30/2015 12:56,,,,,,,,5/6/2015 14:06,5/6/2015 14:06,00410,ALKA,67,204,mg/L,+/- 21,,SM2320B,1,,,,51172013,5104951,00410
P77872-13,51172013,C4C13,PW,G,SAMP,SGPC,4/30/2015 12:56,,,,,,,,5/13/2015 16:21,5/13/2015 16:21,00608,NH4,20,0.139,mg/L,+/- 0.009,,SM4500NH3H,0.005,,,,51172013,5104947,00608
P77872-13,51172013,C4C13,PW,G,SAMP,SGPC,4/30/2015 12:56,,,,,,,,5/5/2015 9:55,5/5/2015 9:55,00681,DOC,89,24.6,mg/L,+/- 2.4,,SM5310B,1.6,,,,51172013,5104946,00681
P77872-13,51172013,C4C13,PW,G,SAMP,SGPC,4/30/2015 12:56,,,,,,,,5/11/2015 11:00,5/7/2015 14:00,00602,TDN,,1.22,mg/L,+/- 0.143,,SM4500NC,0.1,,,,51172013,5104949,00602
P77872-13,51172013,C4C13,PW,G,SAMP,SGPC,4/30/2015 12:56,,,,,,,,5/6/2015 14:06,5/6/2015 14:06,00403,LPH,15,7.44,pH Units,+/- 0.12,,SM4500H+B,0.1,,,Q,51172013,5104950,00403
P77872-10,51172010,C3C10,PW,G,SAMP,SGPC,4/30/2015 12:59,,,,,,,,5/5/2015 15:02,5/5/2015 15:02,00941,CL,32,9190,mg/L,+/- 432,,SM4110B,20,,,,51172010,5104924,00941
P77872-10,51172010,C3C10,PW,G,SAMP,SGPC,4/30/2015 12:59,,,,,,,,5/5/2015 15:02,5/5/2015 15:02,00946,SO4,33,1111,mg/L,+/- 45.7,,SM4110B,20,,,,51172010,5104924,00946
P77872-10,51172010,C3C10,PW,G,SAMP,SGPC,4/30/2015 12:59,,,,,,,,5/6/2015 13:44,5/6/2015 13:44,00410,ALKA,67,228,mg/L,+/- 24,,SM2320B,1,,,,51172010,5104930,00410
P77872-10,51172010,C3C10,PW,G,SAMP,SGPC,4/30/2015 12:59,,,,,,,,5/13/2015 16:16,5/13/2015 16:16,00608,NH4,20,0.725,mg/L,+/- 0.038,,SM4500NH3H,0.005,,,,51172010,5104926,00608
P77872-10,51172010,C3C10,PW,G,SAMP,SGPC,4/30/2015 12:59,,,,,,,,5/5/2015 9:55,5/5/2015 9:55,00681,DOC,89,26.6,mg/L,+/- 2.5,,SM5310B,1.6,,,,51172010,5104925,00681
P77872-10,51172010,C3C10,PW,G,SAMP,SGPC,4/30/2015 12:59,,,,,,,,5/11/2015 10:55,5/7/2015 14:00,00602,TDN,,1.76,mg/L,+/- 0.178,,SM4500NC,0.1,,,,51172010,5104928,00602
P77872-10,51172010,C3C10,PW,G,SAMP,SGPC,4/30/2015 12:59,,,,,,,,5/6/2015 13:44,5/6/2015 13:44,00403,LPH,15,7.41,pH Units,+/- 0.12,,SM4500H+B,0.1,,,Q,51172010,5104929,00403
