SAMPLE_ID,LAB_ID,STATION,MATRIX,COLLECT_METHOD,SAMPLE_TYPE,PROJECT_CODE,COLLECT_DATE,DISCHARGE,UP_DOWN_STREAM,WEATHER,DEPTH,TOTAL_DEPTH,SECCHI_DEPTH,FIRST_TRIGGER_DATE,RUN_DATE,PREP_DATE,STORET_CODE,TEST_NAME,TEST_NUMBER,VALUE,UNITS,UNCERTAINTY,REMARK_CODE,METHOD,MDL,SAMP_COMMENT,RESULT_COMMENT,FLAG,HSN,SCHEDULE_SEQ,CMP
P77656-16,50969016,C4C16,PW,G,SAMP,SGPC,4/7/2015 13:54,,,,,,,,4/14/2015 14:59,4/14/2015 14:59,00941,CL,32,4268,mg/L,+/- 209,,SM4110B,10,,,,50969016,5077969,00941
P77656-16,50969016,C4C16,PW,G,SAMP,SGPC,4/7/2015 13:54,,,,,,,,4/14/2015 14:59,4/14/2015 14:59,00946,SO4,33,444,mg/L,+/- 19.2,,SM4110B,10,,,,50969016,5077969,00946
P77656-16,50969016,C4C16,PW,G,SAMP,SGPC,4/7/2015 13:54,,,,,,,,4/20/2015 15:48,4/20/2015 15:48,00608,NH4,20,0.73,mg/L,+/- 0.038,,SM4500NH3H,0.005,,,,50969016,5077971,00608
P77656-16,50969016,C4C16,PW,G,SAMP,SGPC,4/7/2015 13:54,,,,,,,,4/15/2015 12:08,4/15/2015 12:08,00681,DOC,89,29.1,mg/L,+/- 2.6,,SM5310B,1.6,,,,50969016,5077970,00681
P77656-16,50969016,C4C16,PW,G,SAMP,SGPC,4/7/2015 13:54,,,,,,,,4/16/2015 15:57,4/16/2015 15:57,00410,ALKA,67,196,mg/L,+/- 22,,SM2320B,1,,,,50969016,5077975,00410
P77656-16,50969016,C4C16,PW,G,SAMP,SGPC,4/7/2015 13:54,,,,,,,,4/16/2015 15:57,4/16/2015 15:57,00403,LPH,15,7.37,pH Units,+/- 0.12,,SM4500H+B,0.1,,,Q,50969016,5077974,00403
P77656-17,50969017,C5C17,PW,G,SAMP,SGPC,4/7/2015 14:54,,,,,,,,4/16/2015 8:58,4/15/2015 12:15,00602,TDN,,2.29,mg/L,+/- 0.217,,SM4500NC,0.1,,,,50969017,5077980,00602
P77656-17,50969017,C5C17,PW,G,SAMP,SGPC,4/7/2015 14:54,,,,,,,,4/14/2015 15:09,4/14/2015 15:09,00941,CL,32,9424,mg/L,+/- 462,,SM4110B,10,,,,50969017,5077976,00941
P77656-17,50969017,C5C17,PW,G,SAMP,SGPC,4/7/2015 14:54,,,,,,,,4/14/2015 15:09,4/14/2015 15:09,00946,SO4,33,1283,mg/L,+/- 48.5,,SM4110B,10,,,,50969017,5077976,00946
P77656-17,50969017,C5C17,PW,G,SAMP,SGPC,4/7/2015 14:54,,,,,,,,4/20/2015 15:49,4/20/2015 15:49,00608,NH4,20,1.147,mg/L,+/- 0.060,,SM4500NH3H,0.005,,,L,50969017,5077978,00608
P77656-17,50969017,C5C17,PW,G,SAMP,SGPC,4/7/2015 14:54,,,,,,,,4/15/2015 12:08,4/15/2015 12:08,00681,DOC,89,30.4,mg/L,+/- 2.7,,SM5310B,1.6,,,,50969017,5077977,00681
P77656-17,50969017,C5C17,PW,G,SAMP,SGPC,4/7/2015 14:54,,,,,,,,4/16/2015 16:05,4/16/2015 16:05,00410,ALKA,67,194,mg/L,+/- 22,,SM2320B,1,,,,50969017,5077982,00410
P77656-17,50969017,C5C17,PW,G,SAMP,SGPC,4/7/2015 14:54,,,,,,,,4/16/2015 16:05,4/16/2015 16:05,00403,LPH,15,7.48,pH Units,+/- 0.12,,SM4500H+B,0.1,,,Q,50969017,5077981,00403
P77656-18,50969018,C5C18,PW,G,SAMP,SGPC,4/7/2015 14:57,,,,,,,,4/16/2015 9:00,4/15/2015 12:15,00602,TDN,,1.44,mg/L,+/- 0.157,,SM4500NC,0.1,,,,50969018,5077987,00602
P77656-18,50969018,C5C18,PW,G,SAMP,SGPC,4/7/2015 14:57,,,,,,,,4/14/2015 15:18,4/14/2015 15:18,00941,CL,32,8963,mg/L,+/- 439,,SM4110B,10,,,,50969018,5077983,00941
P77656-18,50969018,C5C18,PW,G,SAMP,SGPC,4/7/2015 14:57,,,,,,,,4/14/2015 15:18,4/14/2015 15:18,00946,SO4,33,1244,mg/L,+/- 47.1,,SM4110B,10,,,,50969018,5077983,00946
P77656-18,50969018,C5C18,PW,G,SAMP,SGPC,4/7/2015 14:57,,,,,,,,4/20/2015 15:51,4/20/2015 15:51,00608,NH4,20,0.428,mg/L,+/- 0.023,,SM4500NH3H,0.005,,,,50969018,5077985,00608
P77656-18,50969018,C5C18,PW,G,SAMP,SGPC,4/7/2015 14:57,,,,,,,,4/15/2015 12:08,4/15/2015 12:08,00681,DOC,89,24.1,mg/L,+/- 2.4,,SM5310B,1.6,,,,50969018,5077984,00681
P77656-18,50969018,C5C18,PW,G,SAMP,SGPC,4/7/2015 14:57,,,,,,,,4/16/2015 16:13,4/16/2015 16:13,00410,ALKA,67,178,mg/L,+/- 20,,SM2320B,1,,,,50969018,5077989,00410
P77656-18,50969018,C5C18,PW,G,SAMP,SGPC,4/7/2015 14:57,,,,,,,,4/16/2015 16:13,4/16/2015 16:13,00403,LPH,15,7.4,pH Units,+/- 0.12,,SM4500H+B,0.1,,,Q,50969018,5077988,00403
P77656-19,50969019,C5C19,PW,G,SAMP,SGPC,4/7/2015 15:03,,,,,,,,4/16/2015 9:01,4/15/2015 12:15,00602,TDN,,5.03,mg/L,+/- 0.434,,SM4500NC,0.1,,,,50969019,5077994,00602
P77656-19,50969019,C5C19,PW,G,SAMP,SGPC,4/7/2015 15:03,,,,,,,,4/14/2015 15:28,4/14/2015 15:28,00941,CL,32,8925,mg/L,+/- 437,,SM4110B,10,,,,50969019,5077990,00941
P77656-19,50969019,C5C19,PW,G,SAMP,SGPC,4/7/2015 15:03,,,,,,,,4/14/2015 15:28,4/14/2015 15:28,00946,SO4,33,843,mg/L,+/- 32.8,,SM4110B,10,,,,50969019,5077990,00946
P77656-19,50969019,C5C19,PW,G,SAMP,SGPC,4/7/2015 15:03,,,,,,,,4/20/2015 15:52,4/20/2015 15:52,00608,NH4,20,3.324,mg/L,+/- 0.173,,SM4500NH3H,0.005,,,L,50969019,5077992,00608
P77656-19,50969019,C5C19,PW,G,SAMP,SGPC,4/7/2015 15:03,,,,,,,,4/15/2015 12:08,4/15/2015 12:08,00681,DOC,89,58.5,mg/L,+/- 4.5,,SM5310B,1.6,,,,50969019,5077991,00681
P77656-19,50969019,C5C19,PW,G,SAMP,SGPC,4/7/2015 15:03,,,,,,,,4/16/2015 16:21,4/16/2015 16:21,00410,ALKA,67,404,mg/L,+/- 45,,SM2320B,1,,,,50969019,5077996,00410
P77656-19,50969019,C5C19,PW,G,SAMP,SGPC,4/7/2015 15:03,,,,,,,,4/16/2015 16:21,4/16/2015 16:21,00403,LPH,15,7.63,pH Units,+/- 0.12,,SM4500H+B,0.1,,,Q,50969019,5077995,00403
P77656-20,50969020,C5C20,PW,G,SAMP,SGPC,4/7/2015 15:10,,,,,,,,4/16/2015 9:03,4/15/2015 12:15,00602,TDN,,1.9,mg/L,+/- 0.188,,SM4500NC,0.1,,,,50969020,5078001,00602
P77656-20,50969020,C5C20,PW,G,SAMP,SGPC,4/7/2015 15:10,,,,,,,,4/14/2015 16:37,4/14/2015 16:37,00941,CL,32,8622,mg/L,+/- 422,,SM4110B,10,,,,50969020,5077997,00941
P77656-20,50969020,C5C20,PW,G,SAMP,SGPC,4/7/2015 15:10,,,,,,,,4/14/2015 16:37,4/14/2015 16:37,00946,SO4,33,1199,mg/L,+/- 45.5,,SM4110B,10,,,,50969020,5077997,00946
P77656-20,50969020,C5C20,PW,G,SAMP,SGPC,4/7/2015 15:10,,,,,,,,4/20/2015 15:54,4/20/2015 15:54,00608,NH4,20,0.797,mg/L,+/- 0.042,,SM4500NH3H,0.005,,,,50969020,5077999,00608
P77656-20,50969020,C5C20,PW,G,SAMP,SGPC,4/7/2015 15:10,,,,,,,,4/15/2015 12:08,4/15/2015 12:08,00681,DOC,89,25.8,mg/L,+/- 2.4,,SM5310B,1.6,,,,50969020,5077998,00681
P77656-20,50969020,C5C20,PW,G,SAMP,SGPC,4/7/2015 15:10,,,,,,,,4/16/2015 16:29,4/16/2015 16:29,00410,ALKA,67,177,mg/L,+/- 20,,SM2320B,1,,,,50969020,5078003,00410
P77656-20,50969020,C5C20,PW,G,SAMP,SGPC,4/7/2015 15:10,,,,,,,,4/16/2015 16:29,4/16/2015 16:29,00403,LPH,15,7.57,pH Units,+/- 0.12,,SM4500H+B,0.1,,,Q,50969020,5078002,00403
P77656-21,50969021,C6C21,PW,G,SAMP,SGPC,4/7/2015 15:17,,,,,,,,4/16/2015 9:04,4/15/2015 12:15,00602,TDN,,1.2,mg/L,+/- 0.142,,SM4500NC,0.1,,,,50969021,5078008,00602
P77656-21,50969021,C6C21,PW,G,SAMP,SGPC,4/7/2015 15:17,,,,,,,,4/14/2015 16:47,4/14/2015 16:47,00941,CL,32,4600,mg/L,+/- 226,,SM4110B,10,,,,50969021,5078004,00941
P77656-21,50969021,C6C21,PW,G,SAMP,SGPC,4/7/2015 15:17,,,,,,,,4/14/2015 16:47,4/14/2015 16:47,00946,SO4,33,508,mg/L,+/- 21.3,,SM4110B,10,,,,50969021,5078004,00946
P77656-21,50969021,C6C21,PW,G,SAMP,SGPC,4/7/2015 15:17,,,,,,,,4/20/2015 16:02,4/20/2015 16:02,00608,NH4,20,0.317,mg/L,+/- 0.017,,SM4500NH3H,0.005,,,,50969021,5078006,00608
P77656-21,50969021,C6C21,PW,G,SAMP,SGPC,4/7/2015 15:17,,,,,,,,4/15/2015 12:08,4/15/2015 12:08,00681,DOC,89,25,mg/L,+/- 2.4,,SM5310B,1.6,,,,50969021,5078005,00681
P77656-21,50969021,C6C21,PW,G,SAMP,SGPC,4/7/2015 15:17,,,,,,,,4/16/2015 16:36,4/16/2015 16:36,00410,ALKA,67,182,mg/L,+/- 20,,SM2320B,1,,,,50969021,5078010,00410
P77656-21,50969021,C6C21,PW,G,SAMP,SGPC,4/7/2015 15:17,,,,,,,,4/16/2015 16:36,4/16/2015 16:36,00403,LPH,15,7.47,pH Units,+/- 0.12,,SM4500H+B,0.1,,,Q,50969021,5078009,00403
P77656-22,50969022,C6C22,PW,G,SAMP,SGPC,4/7/2015 15:22,,,,,,,,4/16/2015 9:06,4/15/2015 12:15,00602,TDN,,1.04,mg/L,+/- 0.133,,SM4500NC,0.1,,,,50969022,5078015,00602
P77656-22,50969022,C6C22,PW,G,SAMP,SGPC,4/7/2015 15:22,,,,,,,,4/14/2015 16:57,4/14/2015 16:57,00941,CL,32,4790,mg/L,+/- 235,,SM4110B,10,,,,50969022,5078011,00941
P77656-22,50969022,C6C22,PW,G,SAMP,SGPC,4/7/2015 15:22,,,,,,,,4/14/2015 16:57,4/14/2015 16:57,00946,SO4,33,546,mg/L,+/- 22.5,,SM4110B,10,,,,50969022,5078011,00946
P77656-22,50969022,C6C22,PW,G,SAMP,SGPC,4/7/2015 15:22,,,,,,,,4/20/2015 16:03,4/20/2015 16:03,00608,NH4,20,0.08,mg/L,+/- 0.006,,SM4500NH3H,0.005,,,,50969022,5078013,00608
P77656-22,50969022,C6C22,PW,G,SAMP,SGPC,4/7/2015 15:22,,,,,,,,4/15/2015 12:08,4/15/2015 12:08,00681,DOC,89,21.8,mg/L,+/- 2.2,,SM5310B,1.6,,,,50969022,5078012,00681
P77656-22,50969022,C6C22,PW,G,SAMP,SGPC,4/7/2015 15:22,,,,,,,,4/16/2015 16:44,4/16/2015 16:44,00410,ALKA,67,192,mg/L,+/- 21,,SM2320B,1,,,,50969022,5078017,00410
P77656-22,50969022,C6C22,PW,G,SAMP,SGPC,4/7/2015 15:22,,,,,,,,4/16/2015 16:44,4/16/2015 16:44,00403,LPH,15,7.33,pH Units,+/- 0.12,,SM4500H+B,0.1,,,Q,50969022,5078016,00403
P77656-23,50969023,C6C23,PW,G,SAMP,SGPC,4/7/2015 15:25,,,,,,,,4/16/2015 9:07,4/15/2015 12:15,00602,TDN,,1.43,mg/L,+/- 0.156,,SM4500NC,0.1,,,,50969023,5078022,00602
P77656-23,50969023,C6C23,PW,G,SAMP,SGPC,4/7/2015 15:25,,,,,,,,4/14/2015 17:07,4/14/2015 17:07,00941,CL,32,6110,mg/L,+/- 300,,SM4110B,10,,,,50969023,5078018,00941
P77656-23,50969023,C6C23,PW,G,SAMP,SGPC,4/7/2015 15:25,,,,,,,,4/14/2015 17:07,4/14/2015 17:07,00946,SO4,33,756,mg/L,+/- 29.7,,SM4110B,10,,,,50969023,5078018,00946
P77656-23,50969023,C6C23,PW,G,SAMP,SGPC,4/7/2015 15:25,,,,,,,,4/20/2015 16:05,4/20/2015 16:05,00608,NH4,20,0.434,mg/L,+/- 0.023,,SM4500NH3H,0.005,,,,50969023,5078020,00608
P77656-23,50969023,C6C23,PW,G,SAMP,SGPC,4/7/2015 15:25,,,,,,,,4/15/2015 12:08,4/15/2015 12:08,00681,DOC,89,26.8,mg/L,+/- 2.5,,SM5310B,1.6,,,,50969023,5078019,00681
P77656-23,50969023,C6C23,PW,G,SAMP,SGPC,4/7/2015 15:25,,,,,,,,4/16/2015 16:53,4/16/2015 16:53,00410,ALKA,67,183,mg/L,+/- 20,,SM2320B,1,,,,50969023,5078024,00410
P77656-23,50969023,C6C23,PW,G,SAMP,SGPC,4/7/2015 15:25,,,,,,,,4/16/2015 16:53,4/16/2015 16:53,00403,LPH,15,7.48,pH Units,+/- 0.12,,SM4500H+B,0.1,,,Q,50969023,5078023,00403
P77656-24,50969024,C6C24,PW,G,SAMP,SGPC,4/7/2015 15:32,,,,,,,,4/16/2015 9:09,4/15/2015 12:15,00602,TDN,,1.69,mg/L,+/- 0.174,,SM4500NC,0.1,,,,50969024,5078029,00602
P77656-24,50969024,C6C24,PW,G,SAMP,SGPC,4/7/2015 15:32,,,,,,,,4/14/2015 17:17,4/14/2015 17:17,00941,CL,32,4821,mg/L,+/- 236,,SM4110B,10,,,,50969024,5078025,00941
P77656-24,50969024,C6C24,PW,G,SAMP,SGPC,4/7/2015 15:32,,,,,,,,4/14/2015 17:17,4/14/2015 17:17,00946,SO4,33,513,mg/L,+/- 21.4,,SM4110B,10,,,,50969024,5078025,00946
P77656-24,50969024,C6C24,PW,G,SAMP,SGPC,4/7/2015 15:32,,,,,,,,4/20/2015 16:06,4/20/2015 16:06,00608,NH4,20,0.625,mg/L,+/- 0.033,,SM4500NH3H,0.005,,,,50969024,5078027,00608
P77656-24,50969024,C6C24,PW,G,SAMP,SGPC,4/7/2015 15:32,,,,,,,,4/15/2015 12:08,4/15/2015 12:08,00681,DOC,89,27.7,mg/L,+/- 2.6,,SM5310B,1.6,,,,50969024,5078026,00681
P77656-24,50969024,C6C24,PW,G,SAMP,SGPC,4/7/2015 15:32,,,,,,,,4/16/2015 17:01,4/16/2015 17:01,00410,ALKA,67,216,mg/L,+/- 24,,SM2320B,1,,,,50969024,5078031,00410
P77656-24,50969024,C6C24,PW,G,SAMP,SGPC,4/7/2015 15:32,,,,,,,,4/16/2015 17:01,4/16/2015 17:01,00403,LPH,15,7.33,pH Units,+/- 0.12,,SM4500H+B,0.1,,,Q,50969024,5078030,00403
P77870-1,51170001,H1,DI,G,EB,SGPC,4/30/2015 11:00,,,,,,,,5/5/2015 18:28,5/5/2015 18:28,00941,CL,32,0.4,mg/L,+/- 0.1,,SM4110B,0.1,,,G,51170001,5105030,00941
P77870-1,51170001,H1,DI,G,EB,SGPC,4/30/2015 11:00,,,,,,,,5/5/2015 18:28,5/5/2015 18:28,00946,SO4,33,0.1,mg/L,+/- 0.1,U,SM4110B,0.1,,,,51170001,5105030,00946
P77870-1,51170001,H1,DI,G,EB,SGPC,4/30/2015 11:00,,,,,,,,5/6/2015 16:03,5/6/2015 16:03,00410,ALKA,67,1,mg/L,+/- 1.0,U,SM2320B,1,,,,51170001,5105029,00410
P77870-1,51170001,H1,DI,G,EB,SGPC,4/30/2015 11:00,,,,,,,,5/13/2015 16:52,5/13/2015 16:52,00608,NH4,20,0.061,mg/L,+/- 0.006,,SM4500NH3H,0.005,,,G,51170001,5105033,00608
P77870-1,51170001,H1,DI,G,EB,SGPC,4/30/2015 11:00,,,,,,,,5/6/2015 9:08,5/6/2015 9:08,00681,DOC,89,1.1,mg/L,+/- 0.80,I,SM5310B,0.8,,,G,51170001,5105031,00681
P77870-1,51170001,H1,DI,G,EB,SGPC,4/30/2015 11:00,,,,,,,,5/11/2015 11:23,5/7/2015 14:00,00602,TDN,,0.061,mg/L,+/- 0.021,I,SM4500NC,0.02,,,G,51170001,5105035,00602
P77870-1,51170001,H1,DI,G,EB,SGPC,4/30/2015 11:00,,,,,,,,5/6/2015 16:03,5/6/2015 16:03,00403,LPH,15,5.5,pH Units,+/- 0.11,,SM4500H+B,0.1,,,Q,51170001,5105032,00403
P77870-3,51170003,H2,SW,G,SAMP,SGPC,4/30/2015 11:02,,,,,,,,5/5/2015 18:56,5/5/2015 18:56,00941,CL,32,55.5,mg/L,+/- 2.6,,SM4110B,0.1,,,,51170003,5105044,00941
P77870-3,51170003,H2,SW,G,SAMP,SGPC,4/30/2015 11:02,,,,,,,,5/5/2015 18:56,5/5/2015 18:56,00946,SO4,33,6.8,mg/L,+/- 0.3,,SM4110B,0.1,,,,51170003,5105044,00946
P77870-3,51170003,H2,SW,G,SAMP,SGPC,4/30/2015 11:02,,,,,,,,5/6/2015 16:19,5/6/2015 16:19,00410,ALKA,67,145,mg/L,+/- 15,,SM2320B,1,,,,51170003,5105043,00410
P77870-3,51170003,H2,SW,G,SAMP,SGPC,4/30/2015 11:02,,,,,,,,5/13/2015 16:55,5/13/2015 16:55,00608,NH4,20,0.105,mg/L,+/- 0.007,,SM4500NH3H,0.005,,,,51170003,5105047,00608
P77870-3,51170003,H2,SW,G,SAMP,SGPC,4/30/2015 11:02,,,,,,,,5/5/2015 9:55,5/5/2015 9:55,00681,DOC,89,9.8,mg/L,+/- 1.8,,SM5310B,1.6,,,,51170003,5105045,00681
P77870-3,51170003,H2,SW,G,SAMP,SGPC,4/30/2015 11:02,,,,,,,,5/11/2015 11:26,5/7/2015 14:00,00602,TDN,,0.61,mg/L,+/- 0.055,,SM4500NC,0.02,,,,51170003,5105049,00602
P77870-3,51170003,H2,SW,G,SAMP,SGPC,4/30/2015 11:02,,,,,,,,5/6/2015 16:19,5/6/2015 16:19,00403,LPH,15,8.16,pH Units,+/- 0.13,,SM4500H+B,0.1,,,Q,51170003,5105046,00403
P77870-2,51170002,H1,SW,G,SAMP,SGPC,4/30/2015 11:14,,,,,,,,5/5/2015 18:47,5/5/2015 18:47,00941,CL,32,14911,mg/L,+/- 701,,SM4110B,20,,,,51170002,5105037,00941
P77870-2,51170002,H1,SW,G,SAMP,SGPC,4/30/2015 11:14,,,,,,,,5/5/2015 18:47,5/5/2015 18:47,00946,SO4,33,2174,mg/L,+/- 82.9,,SM4110B,20,,,,51170002,5105037,00946
P77870-2,51170002,H1,SW,G,SAMP,SGPC,4/30/2015 11:14,,,,,,,,5/6/2015 16:10,5/6/2015 16:10,00410,ALKA,67,140,mg/L,+/- 14,,SM2320B,1,,,,51170002,5105036,00410
P77870-2,51170002,H1,SW,G,SAMP,SGPC,4/30/2015 11:14,,,,,,,,5/13/2015 16:54,5/13/2015 16:54,00608,NH4,20,0.032,mg/L,+/- 0.005,,SM4500NH3H,0.005,,,,51170002,5105040,00608
P77870-2,51170002,H1,SW,G,SAMP,SGPC,4/30/2015 11:14,,,,,,,,5/5/2015 9:55,5/5/2015 9:55,00681,DOC,89,9.7,mg/L,+/- 1.7,,SM5310B,1.6,,,,51170002,5105038,00681
P77870-2,51170002,H1,SW,G,SAMP,SGPC,4/30/2015 11:14,,,,,,,,5/11/2015 11:24,5/7/2015 14:00,00602,TDN,,0.653,mg/L,+/- 0.058,,SM4500NC,0.02,,,,51170002,5105042,00602
P77870-2,51170002,H1,SW,G,SAMP,SGPC,4/30/2015 11:14,,,,,,,,5/6/2015 16:10,5/6/2015 16:10,00403,LPH,15,8.38,pH Units,+/- 0.13,,SM4500H+B,0.1,,,Q,51170002,5105039,00403
P77870-4,51170004,M1,SW,G,SAMP,SGPC,4/30/2015 11:17,,,,,,,,5/5/2015 19:06,5/5/2015 19:06,00941,CL,32,2703,mg/L,+/- 129,,SM4110B,20,,,,51170004,5105051,00941
P77870-4,51170004,M1,SW,G,SAMP,SGPC,4/30/2015 11:17,,,,,,,,5/5/2015 19:06,5/5/2015 19:06,00946,SO4,33,374,mg/L,+/- 24.3,,SM4110B,20,,,,51170004,5105051,00946
P77870-4,51170004,M1,SW,G,SAMP,SGPC,4/30/2015 11:17,,,,,,,,5/6/2015 16:28,5/6/2015 16:28,00410,ALKA,67,133,mg/L,+/- 14,,SM2320B,1,,,,51170004,5105050,00410
P77870-4,51170004,M1,SW,G,SAMP,SGPC,4/30/2015 11:17,,,,,,,,5/13/2015 16:57,5/13/2015 16:57,00608,NH4,20,0.111,mg/L,+/- 0.008,,SM4500NH3H,0.005,,,,51170004,5105054,00608
P77870-4,51170004,M1,SW,G,SAMP,SGPC,4/30/2015 11:17,,,,,,,,5/6/2015 9:08,5/6/2015 9:08,00681,DOC,89,8.9,mg/L,+/- 1.7,,SM5310B,1.6,,,,51170004,5105052,00681
P77870-4,51170004,M1,SW,G,SAMP,SGPC,4/30/2015 11:17,,,,,,,,5/11/2015 11:27,5/7/2015 14:00,00602,TDN,,0.608,mg/L,+/- 0.055,,SM4500NC,0.02,,,,51170004,5105056,00602
P77870-4,51170004,M1,SW,G,SAMP,SGPC,4/30/2015 11:17,,,,,,,,5/6/2015 16:28,5/6/2015 16:28,00403,LPH,15,8.1,pH Units,+/- 0.13,,SM4500H+B,0.1,,,Q,51170004,5105053,00403
P77870-5,51170005,M2,SW,G,SAMP,SGPC,4/30/2015 11:20,,,,,,,,5/5/2015 19:24,5/5/2015 19:24,00941,CL,32,4070,mg/L,+/- 192,,SM4110B,20,,,,51170005,5105058,00941
P77870-5,51170005,M2,SW,G,SAMP,SGPC,4/30/2015 11:20,,,,,,,,5/5/2015 19:24,5/5/2015 19:24,00946,SO4,33,560,mg/L,+/- 28.8,,SM4110B,20,,,,51170005,5105058,00946
P77870-5,51170005,M2,SW,G,SAMP,SGPC,4/30/2015 11:20,,,,,,,,5/6/2015 16:37,5/6/2015 16:37,00410,ALKA,67,133,mg/L,+/- 14,,SM2320B,1,,,,51170005,5105057,00410
P77870-5,51170005,M2,SW,G,SAMP,SGPC,4/30/2015 11:20,,,,,,,,5/13/2015 16:58,5/13/2015 16:58,00608,NH4,20,0.037,mg/L,+/- 0.005,,SM4500NH3H,0.005,,,,51170005,5105061,00608
P77870-5,51170005,M2,SW,G,SAMP,SGPC,4/30/2015 11:20,,,,,,,,5/6/2015 9:08,5/6/2015 9:08,00681,DOC,89,8.1,mg/L,+/- 1.7,,SM5310B,1.6,,,,51170005,5105059,00681
P77870-5,51170005,M2,SW,G,SAMP,SGPC,4/30/2015 11:20,,,,,,,,5/11/2015 11:29,5/7/2015 14:00,00602,TDN,,0.54,mg/L,+/- 0.050,,SM4500NC,0.02,,,,51170005,5105063,00602
P77870-5,51170005,M2,SW,G,SAMP,SGPC,4/30/2015 11:20,,,,,,,,5/6/2015 16:37,5/6/2015 16:37,00403,LPH,15,8.09,pH Units,+/- 0.13,,SM4500H+B,0.1,,,Q,51170005,5105060,00403
P77870-6,51170006,C1,SW,G,SAMP,SGPC,4/30/2015 11:40,,,,,,,,5/5/2015 19:34,5/5/2015 19:34,00941,CL,32,4263,mg/L,+/- 201,,SM4110B,20,,,,51170006,5105065,00941
P77870-6,51170006,C1,SW,G,SAMP,SGPC,4/30/2015 11:40,,,,,,,,5/5/2015 19:34,5/5/2015 19:34,00946,SO4,33,567,mg/L,+/- 29.0,,SM4110B,20,,,,51170006,5105065,00946
P77870-6,51170006,C1,SW,G,SAMP,SGPC,4/30/2015 11:40,,,,,,,,5/6/2015 16:45,5/6/2015 16:45,00410,ALKA,67,106,mg/L,+/- 11,,SM2320B,1,,,,51170006,5105064,00410
P77870-6,51170006,C1,SW,G,SAMP,SGPC,4/30/2015 11:40,,,,,,,,5/13/2015 16:59,5/13/2015 16:59,00608,NH4,20,0.09,mg/L,+/- 0.007,,SM4500NH3H,0.005,,,,51170006,5105068,00608
P77870-6,51170006,C1,SW,G,SAMP,SGPC,4/30/2015 11:40,,,,,,,,5/6/2015 9:08,5/6/2015 9:08,00681,DOC,89,9.8,mg/L,+/- 1.8,,SM5310B,1.6,,,,51170006,5105066,00681
P77870-6,51170006,C1,SW,G,SAMP,SGPC,4/30/2015 11:40,,,,,,,,5/11/2015 11:30,5/7/2015 14:00,00602,TDN,,0.62,mg/L,+/- 0.056,,SM4500NC,0.02,,,,51170006,5105070,00602
P77870-6,51170006,C1,SW,G,SAMP,SGPC,4/30/2015 11:40,,,,,,,,5/6/2015 16:45,5/6/2015 16:45,00403,LPH,15,8.07,pH Units,+/- 0.13,,SM4500H+B,0.1,,,Q,51170006,5105067,00403
P77870-7,51170007,C1,SW,G,FD,SGPC,4/30/2015 11:41,,,,,,,,5/5/2015 19:43,5/5/2015 19:43,00941,CL,32,4410,mg/L,+/- 208,,SM4110B,20,,,,51170007,5105072,00941
P77870-7,51170007,C1,SW,G,FD,SGPC,4/30/2015 11:41,,,,,,,,5/5/2015 19:43,5/5/2015 19:43,00946,SO4,33,581,mg/L,+/- 29.4,,SM4110B,20,,,,51170007,5105072,00946
P77870-7,51170007,C1,SW,G,FD,SGPC,4/30/2015 11:41,,,,,,,,5/6/2015 16:54,5/6/2015 16:54,00410,ALKA,67,107,mg/L,+/- 11,,SM2320B,1,,,,51170007,5105071,00410
P77870-7,51170007,C1,SW,G,FD,SGPC,4/30/2015 11:41,,,,,,,,5/13/2015 17:01,5/13/2015 17:01,00608,NH4,20,0.027,mg/L,+/- 0.005,,SM4500NH3H,0.005,,,,51170007,5105075,00608
P77870-7,51170007,C1,SW,G,FD,SGPC,4/30/2015 11:41,,,,,,,,5/6/2015 9:08,5/6/2015 9:08,00681,DOC,89,9.4,mg/L,+/- 1.7,,SM5310B,1.6,,,,51170007,5105073,00681
P77870-7,51170007,C1,SW,G,FD,SGPC,4/30/2015 11:41,,,,,,,,5/11/2015 11:32,5/7/2015 14:00,00602,TDN,,0.592,mg/L,+/- 0.054,,SM4500NC,0.02,,,,51170007,5105077,00602
P77870-7,51170007,C1,SW,G,FD,SGPC,4/30/2015 11:41,,,,,,,,5/6/2015 16:54,5/6/2015 16:54,00403,LPH,15,8.09,pH Units,+/- 0.13,,SM4500H+B,0.1,,,Q,51170007,5105074,00403
P77870-8,51170008,C2,SW,G,SAMP,SGPC,4/30/2015 11:44,,,,,,,,5/5/2015 19:52,5/5/2015 19:52,00941,CL,32,2288,mg/L,+/- 109,,SM4110B,20,,,,51170008,5105079,00941
P77870-8,51170008,C2,SW,G,SAMP,SGPC,4/30/2015 11:44,,,,,,,,5/5/2015 19:52,5/5/2015 19:52,00946,SO4,33,324,mg/L,+/- 23.3,,SM4110B,20,,,,51170008,5105079,00946
P77870-8,51170008,C2,SW,G,SAMP,SGPC,4/30/2015 11:44,,,,,,,,5/6/2015 17:02,5/6/2015 17:02,00410,ALKA,67,117,mg/L,+/- 12,,SM2320B,1,,,,51170008,5105078,00410
P77870-8,51170008,C2,SW,G,SAMP,SGPC,4/30/2015 11:44,,,,,,,,5/13/2015 16:33,5/13/2015 16:33,00608,NH4,20,0.037,mg/L,+/- 0.005,,SM4500NH3H,0.005,,,,51170008,5105082,00608
