SAMPLE_ID,LAB_ID,STATION,MATRIX,COLLECT_METHOD,SAMPLE_TYPE,PROJECT_CODE,COLLECT_DATE,DISCHARGE,UP_DOWN_STREAM,WEATHER,DEPTH,TOTAL_DEPTH,SECCHI_DEPTH,FIRST_TRIGGER_DATE,RUN_DATE,PREP_DATE,STORET_CODE,TEST_NAME,TEST_NUMBER,VALUE,UNITS,UNCERTAINTY,REMARK_CODE,METHOD,MDL,SAMP_COMMENT,RESULT_COMMENT,FLAG,HSN,SCHEDULE_SEQ,CMP
P74576-37,48573037,C2,SW,G,FD,SGPC,9/15/2014 9:58,,,,,,,,10/7/2014 13:13,10/1/2014 8:00,00602,TDN,,1.18,mg/L,UNK,,SM4500NC,0.02,,,,48573037,4825579,00602
P74576-38,48573038,C5,SW,G,FD,SGPC,9/15/2014 10:23,,,,,,,,10/7/2014 13:14,10/1/2014 8:00,00602,TDN,,0.593,mg/L,UNK,,SM4500NC,0.02,,,,48573038,4825586,00602
P74499-3,48537003,C1C3,PW,G,SAMP,SGPC,9/7/2014 13:20,,,,,,,,9/22/2014 13:46,9/22/2014 13:46,00608,NH4,20,0.237,mg/L,+/- 0.013,,SM4500NH3H,0.005,,,,48537003,4822030,00608
P74499-3,48537003,C1C3,PW,G,SAMP,SGPC,9/7/2014 13:20,,,,,,,,9/22/2014 13:46,9/22/2014 13:46,00631,NOX,18,0.005,mg/L,+/- 0.005,U,SM4500NO3F,0.005,,,,48537003,4822030,00631
P74499-4,48537004,C1C4,PW,G,SAMP,SGPC,9/7/2014 13:30,,,,,,,,9/22/2014 13:47,9/22/2014 13:47,00608,NH4,20,0.308,mg/L,+/- 0.017,,SM4500NH3H,0.005,,,,48537004,4822038,00608
P74499-4,48537004,C1C4,PW,G,SAMP,SGPC,9/7/2014 13:30,,,,,,,,9/22/2014 13:47,9/22/2014 13:47,00631,NOX,18,0.005,mg/L,+/- 0.005,U,SM4500NO3F,0.005,,,,48537004,4822038,00631
P74499-5,48537005,C2C5,PW,G,SAMP,SGPC,9/7/2014 13:40,,,,,,,,9/22/2014 13:48,9/22/2014 13:48,00608,NH4,20,0.575,mg/L,+/- 0.030,,SM4500NH3H,0.005,,,,48537005,4822046,00608
P74499-5,48537005,C2C5,PW,G,SAMP,SGPC,9/7/2014 13:40,,,,,,,,9/22/2014 13:48,9/22/2014 13:48,00631,NOX,18,0.005,mg/L,+/- 0.005,U,SM4500NO3F,0.005,,,,48537005,4822046,00631
P74499-8,48537008,C2C8,PW,G,SAMP,SGPC,9/7/2014 14:10,,,,,,,,9/22/2014 14:00,9/22/2014 14:00,00608,NH4,20,0.795,mg/L,+/- 0.042,,SM4500NH3H,0.005,,,,48537008,4822070,00608
P74499-8,48537008,C2C8,PW,G,SAMP,SGPC,9/7/2014 14:10,,,,,,,,9/22/2014 14:00,9/22/2014 14:00,00631,NOX,18,0.005,mg/L,+/- 0.005,U,SM4500NO3F,0.005,,,,48537008,4822070,00631
P74499-9,48537009,C3C9,PW,G,SAMP,SGPC,9/7/2014 14:20,,,,,,,,9/22/2014 14:01,9/22/2014 14:01,00608,NH4,20,0.378,mg/L,+/- 0.020,,SM4500NH3H,0.005,,,,48537009,4822078,00608
P74499-9,48537009,C3C9,PW,G,SAMP,SGPC,9/7/2014 14:20,,,,,,,,9/22/2014 14:01,9/22/2014 14:01,00631,NOX,18,0.005,mg/L,+/- 0.005,U,SM4500NO3F,0.005,,,,48537009,4822078,00631
P74499-10,48537010,C3C10,PW,G,SAMP,SGPC,9/7/2014 14:30,,,,,,,,9/22/2014 14:03,9/22/2014 14:03,00608,NH4,20,0.288,mg/L,+/- 0.016,,SM4500NH3H,0.005,,,,48537010,4822086,00608
P74499-10,48537010,C3C10,PW,G,SAMP,SGPC,9/7/2014 14:30,,,,,,,,9/22/2014 14:03,9/22/2014 14:03,00631,NOX,18,0.005,mg/L,+/- 0.005,U,SM4500NO3F,0.005,,,,48537010,4822086,00631
P74499-11,48537011,C3C11,PW,G,SAMP,SGPC,9/7/2014 14:40,,,,,,,,9/22/2014 14:04,9/22/2014 14:04,00608,NH4,20,0.342,mg/L,+/- 0.018,,SM4500NH3H,0.005,,,,48537011,4822094,00608
P74499-11,48537011,C3C11,PW,G,SAMP,SGPC,9/7/2014 14:40,,,,,,,,9/22/2014 14:04,9/22/2014 14:04,00631,NOX,18,0.005,mg/L,+/- 0.005,U,SM4500NO3F,0.005,,,,48537011,4822094,00631
P74499-14,48537014,C4C14,PW,G,SAMP,SGPC,9/7/2014 15:10,,,,,,,,9/22/2014 14:08,9/22/2014 14:08,00608,NH4,20,0.152,mg/L,+/- 0.009,,SM4500NH3H,0.005,,,,48537014,4822118,00608
P74499-14,48537014,C4C14,PW,G,SAMP,SGPC,9/7/2014 15:10,,,,,,,,9/22/2014 14:08,9/22/2014 14:08,00631,NOX,18,0.006,mg/L,+/- 0.005,I,SM4500NO3F,0.005,,,,48537014,4822118,00631
P74499-15,48537015,C4C15,PW,G,SAMP,SGPC,9/7/2014 15:20,,,,,,,,9/22/2014 14:10,9/22/2014 14:10,00608,NH4,20,0.052,mg/L,+/- 0.006,,SM4500NH3H,0.005,,,,48537015,4822126,00608
P74499-15,48537015,C4C15,PW,G,SAMP,SGPC,9/7/2014 15:20,,,,,,,,9/22/2014 14:10,9/22/2014 14:10,00631,NOX,18,0.008,mg/L,+/- 0.005,I,SM4500NO3F,0.005,,,,48537015,4822126,00631
P74499-18,48537018,C5C18,PW,G,SAMP,SGPC,9/7/2014 15:50,,,,,,,,9/22/2014 14:14,9/22/2014 14:14,00608,NH4,20,0.304,mg/L,+/- 0.016,,SM4500NH3H,0.005,,,,48537018,4822150,00608
P74499-18,48537018,C5C18,PW,G,SAMP,SGPC,9/7/2014 15:50,,,,,,,,9/22/2014 14:14,9/22/2014 14:14,00631,NOX,18,0.005,mg/L,+/- 0.005,U,SM4500NO3F,0.005,,,,48537018,4822150,00631
P74499-20,48537020,C5C20,PW,G,SAMP,SGPC,9/7/2014 16:10,,,,,,,,9/22/2014 14:17,9/22/2014 14:17,00608,NH4,20,0.18,mg/L,+/- 0.011,,SM4500NH3H,0.005,,,,48537020,4822166,00608
P74499-20,48537020,C5C20,PW,G,SAMP,SGPC,9/7/2014 16:10,,,,,,,,9/22/2014 14:17,9/22/2014 14:17,00631,NOX,18,0.005,mg/L,+/- 0.005,U,SM4500NO3F,0.005,,,,48537020,4822166,00631
P74499-6,48537006,C2C6,PW,G,SAMP,SGPC,9/7/2014 13:50,,,,,,,,9/22/2014 14:24,9/22/2014 14:24,00608,NH4,20,0.246,mg/L,+/- 0.014,,SM4500NH3H,0.005,,,,48537006,4822054,00608
P74499-6,48537006,C2C6,PW,G,SAMP,SGPC,9/7/2014 13:50,,,,,,,,9/22/2014 14:24,9/22/2014 14:24,00631,NOX,18,0.005,mg/L,+/- 0.005,U,SM4500NO3F,0.005,,,,48537006,4822054,00631
P74499-1,48537001,C1C1,PW,G,SAMP,SGPC,9/7/2014 13:00,,,,,,,,9/22/2014 15:20,9/22/2014 15:20,00608,NH4,20,0.23,mg/L,+/- 0.016,,SM4500NH3H,0.01,,,,48537001,4822014,00608
P74499-1,48537001,C1C1,PW,G,SAMP,SGPC,9/7/2014 13:00,,,,,,,,9/22/2014 15:20,9/22/2014 15:20,00631,NOX,18,0.01,mg/L,+/- 0.010,U,SM4500NO3F,0.01,,,,48537001,4822014,00631
P74499-2,48537002,C1C2,PW,G,SAMP,SGPC,9/7/2014 13:10,,,,,,,,9/22/2014 15:21,9/22/2014 15:21,00608,NH4,20,0.353,mg/L,+/- 0.021,,SM4500NH3H,0.01,,,,48537002,4822022,00608
P74499-2,48537002,C1C2,PW,G,SAMP,SGPC,9/7/2014 13:10,,,,,,,,9/22/2014 15:21,9/22/2014 15:21,00631,NOX,18,0.01,mg/L,+/- 0.010,U,SM4500NO3F,0.01,,,,48537002,4822022,00631
P74499-7,48537007,C2C7,PW,G,SAMP,SGPC,9/7/2014 14:00,,,,,,,,9/22/2014 15:23,9/22/2014 15:23,00608,NH4,20,0.421,mg/L,+/- 0.024,,SM4500NH3H,0.01,,,,48537007,4822062,00608
P74499-7,48537007,C2C7,PW,G,SAMP,SGPC,9/7/2014 14:00,,,,,,,,9/22/2014 15:23,9/22/2014 15:23,00631,NOX,18,0.01,mg/L,+/- 0.010,U,SM4500NO3F,0.01,,,,48537007,4822062,00631
P74499-13,48537013,C4C13,PW,G,SAMP,SGPC,9/7/2014 15:00,,,,,,,,9/22/2014 15:26,9/22/2014 15:26,00608,NH4,20,0.257,mg/L,+/- 0.017,,SM4500NH3H,0.01,,,,48537013,4822110,00608
P74499-13,48537013,C4C13,PW,G,SAMP,SGPC,9/7/2014 15:00,,,,,,,,9/22/2014 15:26,9/22/2014 15:26,00631,NOX,18,0.01,mg/L,+/- 0.010,U,SM4500NO3F,0.01,,,,48537013,4822110,00631
P74499-16,48537016,C4C16,PW,G,SAMP,SGPC,9/7/2014 15:30,,,,,,,,9/22/2014 15:27,9/22/2014 15:27,00608,NH4,20,0.224,mg/L,+/- 0.015,,SM4500NH3H,0.01,,,,48537016,4822134,00608
P74499-16,48537016,C4C16,PW,G,SAMP,SGPC,9/7/2014 15:30,,,,,,,,9/22/2014 15:27,9/22/2014 15:27,00631,NOX,18,0.01,mg/L,+/- 0.010,U,SM4500NO3F,0.01,,,,48537016,4822134,00631
P74499-17,48537017,C5C17,PW,G,SAMP,SGPC,9/7/2014 15:40,,,,,,,,9/22/2014 15:29,9/22/2014 15:29,00608,NH4,20,0.337,mg/L,+/- 0.020,,SM4500NH3H,0.01,,,,48537017,4822142,00608
P74499-17,48537017,C5C17,PW,G,SAMP,SGPC,9/7/2014 15:40,,,,,,,,9/22/2014 15:29,9/22/2014 15:29,00631,NOX,18,0.01,mg/L,+/- 0.010,U,SM4500NO3F,0.01,,,,48537017,4822142,00631
P74499-19,48537019,C5C19,PW,G,SAMP,SGPC,9/7/2014 16:00,,,,,,,,9/22/2014 15:30,9/22/2014 15:30,00608,NH4,20,0.029,mg/L,+/- 0.010,,SM4500NH3H,0.01,,,,48537019,4822158,00608
P74499-19,48537019,C5C19,PW,G,SAMP,SGPC,9/7/2014 16:00,,,,,,,,9/22/2014 15:30,9/22/2014 15:30,00631,NOX,18,0.01,mg/L,+/- 0.010,U,SM4500NO3F,0.01,,,,48537019,4822158,00631
P74499-21,48537021,C6C21,PW,G,SAMP,SGPC,9/7/2014 16:20,,,,,,,,9/22/2014 15:32,9/22/2014 15:32,00608,NH4,20,0.422,mg/L,+/- 0.024,,SM4500NH3H,0.01,,,,48537021,4822174,00608
P74499-21,48537021,C6C21,PW,G,SAMP,SGPC,9/7/2014 16:20,,,,,,,,9/22/2014 15:32,9/22/2014 15:32,00631,NOX,18,0.01,mg/L,+/- 0.010,U,SM4500NO3F,0.01,,,,48537021,4822174,00631
P74499-22,48537022,C6C22,PW,G,SAMP,SGPC,9/7/2014 16:30,,,,,,,,9/22/2014 15:33,9/22/2014 15:33,00608,NH4,20,0.547,mg/L,+/- 0.030,,SM4500NH3H,0.01,,,,48537022,4822182,00608
P74499-22,48537022,C6C22,PW,G,SAMP,SGPC,9/7/2014 16:30,,,,,,,,9/22/2014 15:33,9/22/2014 15:33,00631,NOX,18,0.01,mg/L,+/- 0.010,U,SM4500NO3F,0.01,,,,48537022,4822182,00631
P74499-23,48537023,C6C23,PW,G,SAMP,SGPC,9/7/2014 16:40,,,,,,,,9/22/2014 15:34,9/22/2014 15:34,00608,NH4,20,0.023,mg/L,+/- 0.010,,SM4500NH3H,0.01,,,,48537023,4822190,00608
P74499-23,48537023,C6C23,PW,G,SAMP,SGPC,9/7/2014 16:40,,,,,,,,9/22/2014 15:34,9/22/2014 15:34,00631,NOX,18,0.01,mg/L,+/- 0.010,U,SM4500NO3F,0.01,,,,48537023,4822190,00631
P74499-24,48537024,C6C24,PW,G,SAMP,SGPC,9/7/2014 16:50,,,,,,,,9/22/2014 15:36,9/22/2014 15:36,00608,NH4,20,0.707,mg/L,+/- 0.038,,SM4500NH3H,0.01,,,,48537024,4822198,00608
P74499-24,48537024,C6C24,PW,G,SAMP,SGPC,9/7/2014 16:50,,,,,,,,9/22/2014 15:36,9/22/2014 15:36,00631,NOX,18,0.01,mg/L,+/- 0.010,U,SM4500NO3F,0.01,,,,48537024,4822198,00631
P74499-12,48537012,C3C12,PW,G,SAMP,SGPC,9/7/2014 14:50,,,,,,,,9/22/2014 16:04,9/22/2014 16:04,00608,NH4,20,0.332,mg/L,+/- 0.026,,SM4500NH3H,0.02,,,,48537012,4822102,00608
P74577-16,48574016,C2C5,PW,G,SAMP,SGPC,9/21/2014 18:42,,,,,,,,10/2/2014 11:08,10/2/2014 11:08,00681,DOC,89,51.1,mg/L,+/- 4.2,,SM5310B,2,,,,48574016,4836250,00681
P74577-17,48574017,C2C6,PW,G,SAMP,SGPC,9/21/2014 18:46,,,,,,,,10/2/2014 11:08,10/2/2014 11:08,00681,DOC,89,17.8,mg/L,+/- 2.4,,SM5310B,2,,,,48574017,4836257,00681
P74577-18,48574018,C2C7,PW,G,SAMP,SGPC,9/21/2014 19:03,,,,,,,,10/2/2014 11:08,10/2/2014 11:08,00681,DOC,89,39.7,mg/L,+/- 3.5,,SM5310B,2,,,,48574018,4836264,00681
P74577-19,48574019,C2C8,PW,G,SAMP,SGPC,9/21/2014 19:06,,,,,,,,10/2/2014 11:08,10/2/2014 11:08,00681,DOC,89,15,mg/L,+/- 2.3,,SM5310B,2,,,,48574019,4836271,00681
P74577-20,48574020,C3C9,PW,G,SAMP,SGPC,9/21/2014 19:56,,,,,,,,10/2/2014 11:08,10/2/2014 11:08,00681,DOC,89,18.6,mg/L,+/- 2.4,,SM5310B,2,,,,48574020,4836278,00681
P74577-21,48574021,C3C10,PW,G,SAMP,SGPC,9/21/2014 19:27,,,,,,,,10/2/2014 11:08,10/2/2014 11:08,00681,DOC,89,20.4,mg/L,+/- 2.5,,SM5310B,2,,,,48574021,4836285,00681
P74577-22,48574022,C3C11,PW,G,SAMP,SGPC,9/21/2014 19:39,,,,,,,,10/2/2014 11:08,10/2/2014 11:08,00681,DOC,89,17.5,mg/L,+/- 2.4,,SM5310B,2,,,,48574022,4836292,00681
P74577-25,48574025,C4C14,PW,G,SAMP,SGPC,9/21/2014 19:44,,,,,,,,10/2/2014 11:08,10/2/2014 11:08,00681,DOC,89,16,mg/L,+/- 2.3,,SM5310B,2,,,,48574025,4836313,00681
P74577-26,48574026,C4C15,PW,G,SAMP,SGPC,9/22/2014 7:58,,,,,,,,10/2/2014 11:08,10/2/2014 11:08,00681,DOC,89,13.2,mg/L,+/- 2.2,,SM5310B,2,,,,48574026,4836320,00681
P74577-27,48574027,C4C16,PW,G,SAMP,SGPC,9/22/2014 8:00,,,,,,,,10/2/2014 11:08,10/2/2014 11:08,00681,DOC,89,25.1,mg/L,+/- 2.7,,SM5310B,2,,,,48574027,4836327,00681
P74577-28,48574028,C5C17,PW,G,SAMP,SGPC,9/23/2014 11:20,,,,,,,,10/2/2014 11:08,10/2/2014 11:08,00681,DOC,89,22.8,mg/L,+/- 2.6,,SM5310B,2,,,,48574028,4836334,00681
P74577-29,48574029,C5C18,PW,G,SAMP,SGPC,9/23/2014 11:30,,,,,,,,10/2/2014 11:08,10/2/2014 11:08,00681,DOC,89,17.4,mg/L,+/- 2.4,,SM5310B,2,,,,48574029,4836341,00681
P74577-30,48574030,C5C19,PW,G,SAMP,SGPC,9/23/2014 11:32,,,,,,,,10/2/2014 11:08,10/2/2014 11:08,00681,DOC,89,13.8,mg/L,+/- 2.2,,SM5310B,2,,,,48574030,4836348,00681
P74577-31,48574031,C5C20,PW,G,SAMP,SGPC,9/23/2014 11:35,,,,,,,,10/2/2014 11:08,10/2/2014 11:08,00681,DOC,89,17.3,mg/L,+/- 2.4,,SM5310B,2,,,,48574031,4836355,00681
P74577-32,48574032,C6C21,PW,G,SAMP,SGPC,9/23/2014 13:30,,,,,,,,10/2/2014 11:08,10/2/2014 11:08,00681,DOC,89,58.9,mg/L,+/- 4.7,,SM5310B,2,,,,48574032,4836362,00681
P74577-33,48574033,C6C22,PW,G,SAMP,SGPC,9/23/2014 13:40,,,,,,,,10/2/2014 11:08,10/2/2014 11:08,00681,DOC,89,73.3,mg/L,+/- 5.6,,SM5310B,2,,,,48574033,4836369,00681
P74577-34,48574034,C6C23,PW,G,SAMP,SGPC,9/23/2014 13:45,,,,,,,,10/2/2014 11:08,10/2/2014 11:08,00681,DOC,89,8.9,mg/L,+/- 2.1,,SM5310B,2,,,,48574034,4836376,00681
P74577-10,48574010,C5,SW,G,SAMP,SGPC,9/23/2014 13:52,,,,,,,,10/2/2014 11:08,10/2/2014 11:08,00681,DOC,89,20.6,mg/L,+/- 2.5,,SM5310B,2,,,,48574010,4836208,00681
P74577-23,48574023,C3C12,PW,G,SAMP,SGPC,9/22/2014 7:54,,,,,,,,10/2/2014 11:08,10/2/2014 11:08,00681,DOC,89,43.3,mg/L,+/- 3.7,,SM5310B,2,,,,48574023,4836299,00681
P74577-24,48574024,C4C13,PW,G,SAMP,SGPC,9/21/2014 19:33,,,,,,,,10/2/2014 11:08,10/2/2014 11:08,00681,DOC,89,21.3,mg/L,+/- 2.5,,SM5310B,2,,,,48574024,4836306,00681
P74577-37,48574037,C1,SW,G,FD,SGPC,9/23/2014 14:08,,,,,,,,10/2/2014 11:09,10/2/2014 11:09,00681,DOC,89,8.5,mg/L,+/- 2.1,,SM5310B,2,,,,48574037,4836397,00681
P74577-38,48574038,C2,SW,G,FD,SGPC,9/23/2014 14:10,,,,,,,,10/2/2014 11:09,10/2/2014 11:09,00681,DOC,89,7.6,mg/L,+/- 2.1,,SM5310B,2,,,,48574038,4836404,00681
P74577-35,48574035,C6C24,PW,G,SAMP,SGPC,9/23/2014 13:50,,,,,,,,10/2/2014 11:09,10/2/2014 11:09,00681,DOC,89,70.8,mg/L,+/- 5.5,,SM5310B,2,,,,48574035,4836383,00681
P74577-36,48574036,C6C24,DI,G,EB,SGPC,9/23/2014 14:10,,,,,,,,10/2/2014 11:09,10/2/2014 11:09,00681,DOC,89,1,mg/L,+/- 1.0,U,SM5310B,1,,,,48574036,4836390,00681
P74650-1,48636001,H2,DI,G,EB,SGPC,9/28/2014 13:25,,,,,,,,10/2/2014 11:09,10/2/2014 11:09,00681,DOC,89,1,mg/L,+/- 1.0,U,SM5310B,1,,,,48636001,4838295,00681
P74650-2,48636002,H1,SW,G,SAMP,SGPC,9/28/2014 13:55,,,,,,,,10/2/2014 11:09,10/2/2014 11:09,00681,DOC,89,6.6,mg/L,+/- 2.0,,SM5310B,2,,,,48636002,4838302,00681
P74650-3,48636003,H2,SW,G,SAMP,SGPC,9/28/2014 13:36,,,,,,,,10/2/2014 11:09,10/2/2014 11:09,00681,DOC,89,6.6,mg/L,+/- 2.0,,SM5310B,2,,,,48636003,4838309,00681
P74650-4,48636004,M1,SW,G,SAMP,SGPC,9/28/2014 13:47,,,,,,,,10/2/2014 11:09,10/2/2014 11:09,00681,DOC,89,5.9,mg/L,+/- 2.0,,SM5310B,2,,,,48636004,4838316,00681
P74650-5,48636005,M2,SW,G,SAMP,SGPC,9/28/2014 13:50,,,,,,,,10/2/2014 11:09,10/2/2014 11:09,00681,DOC,89,6.5,mg/L,+/- 2.0,,SM5310B,2,,,,48636005,4838323,00681
P74650-6,48636006,C1,SW,G,SAMP,SGPC,9/28/2014 14:05,,,,,,,,10/2/2014 11:09,10/2/2014 11:09,00681,DOC,89,9.2,mg/L,+/- 2.1,,SM5310B,2,,,,48636006,4838330,00681
P74650-7,48636007,C2,SW,G,SAMP,SGPC,9/28/2014 14:12,,,,,,,,10/2/2014 11:09,10/2/2014 11:09,00681,DOC,89,9,mg/L,+/- 2.1,,SM5310B,2,,,,48636007,4838337,00681
P74650-8,48636008,C3,SW,G,SAMP,SGPC,9/28/2014 14:16,,,,,,,,10/2/2014 11:09,10/2/2014 11:09,00681,DOC,89,8.4,mg/L,+/- 2.1,,SM5310B,2,,,,48636008,4838344,00681
P74650-9,48636009,C4,SW,G,SAMP,SGPC,9/28/2014 14:21,,,,,,,,10/2/2014 11:09,10/2/2014 11:09,00681,DOC,89,9.5,mg/L,+/- 2.1,,SM5310B,2,,,,48636009,4838351,00681
P74650-10,48636010,C5,SW,G,SAMP,SGPC,9/28/2014 14:24,,,,,,,,10/2/2014 11:09,10/2/2014 11:09,00681,DOC,89,9.8,mg/L,+/- 2.1,,SM5310B,2,,,,48636010,4838358,00681
P74650-11,48636011,C6,SW,G,SAMP,SGPC,9/28/2014 14:27,,,,,,,,10/2/2014 11:09,10/2/2014 11:09,00681,DOC,89,10.1,mg/L,+/- 2.1,,SM5310B,2,,,,48636011,4838365,00681
P74650-12,48636012,C1C1,PW,G,SAMP,SGPC,9/29/2014 8:50,,,,,,,,10/2/2014 11:09,10/2/2014 11:09,00681,DOC,89,17.1,mg/L,+/- 2.3,,SM5310B,2,,,,48636012,4838372,00681
P74650-15,48636015,C1C4,PW,G,SAMP,SGPC,9/29/2014 8:40,,,,,,,,10/2/2014 11:09,10/2/2014 11:09,00681,DOC,89,20.7,mg/L,+/- 2.5,,SM5310B,2,,,,48636015,4838393,00681
P74650-16,48636016,C2C5,PW,G,SAMP,SGPC,9/29/2014 9:06,,,,,,,,10/2/2014 11:09,10/2/2014 11:09,00681,DOC,89,18.6,mg/L,+/- 2.4,,SM5310B,2,,,,48636016,4838400,00681
P74650-17,48636017,C2C6,PW,G,SAMP,SGPC,9/29/2014 9:07,,,,,,,,10/2/2014 11:09,10/2/2014 11:09,00681,DOC,89,15.3,mg/L,+/- 2.3,,SM5310B,2,,,,48636017,4838407,00681
P74650-18,48636018,C2C7,PW,G,SAMP,SGPC,9/29/2014 9:09,,,,,,,,10/2/2014 11:09,10/2/2014 11:09,00681,DOC,89,12.4,mg/L,+/- 2.2,,SM5310B,2,,,,48636018,4838414,00681
P74650-19,48636019,C2C8,PW,G,SAMP,SGPC,9/29/2014 9:11,,,,,,,,10/2/2014 11:09,10/2/2014 11:09,00681,DOC,89,32.9,mg/L,+/- 3.1,,SM5310B,2,,,,48636019,4838421,00681
P74650-20,48636020,C3C9,PW,G,SAMP,SGPC,9/29/2014 9:31,,,,,,,,10/2/2014 11:09,10/2/2014 11:09,00681,DOC,89,22.9,mg/L,+/- 2.6,,SM5310B,2,,,,48636020,4838428,00681
P74650-21,48636021,C3C10,PW,G,SAMP,SGPC,9/29/2014 9:33,,,,,,,,10/2/2014 11:09,10/2/2014 11:09,00681,DOC,89,15.6,mg/L,+/- 2.3,,SM5310B,2,,,,48636021,4838435,00681
P74650-22,48636022,C3C11,PW,G,SAMP,SGPC,9/29/2014 9:35,,,,,,,,10/2/2014 11:09,10/2/2014 11:09,00681,DOC,89,15,mg/L,+/- 2.3,,SM5310B,2,,,,48636022,4838442,00681
P74650-23,48636023,C3C12,PW,G,SAMP,SGPC,9/29/2014 9:36,,,,,,,,10/2/2014 11:09,10/2/2014 11:09,00681,DOC,89,19.4,mg/L,+/- 2.4,,SM5310B,2,,,,48636023,4838449,00681
P74650-24,48636024,C4C13,PW,G,SAMP,SGPC,9/29/2014 9:57,,,,,,,,10/2/2014 11:09,10/2/2014 11:09,00681,DOC,89,18.3,mg/L,+/- 2.4,,SM5310B,2,,,,48636024,4838456,00681
P74650-25,48636025,C4C14,PW,G,SAMP,SGPC,9/29/2014 9:59,,,,,,,,10/2/2014 11:09,10/2/2014 11:09,00681,DOC,89,17.9,mg/L,+/- 2.4,,SM5310B,2,,,,48636025,4838463,00681
P74650-13,48636013,C1C2,PW,G,SAMP,SGPC,9/29/2014 8:36,,,,,,,,10/2/2014 11:09,10/2/2014 11:09,00681,DOC,89,23.8,mg/L,+/- 2.6,,SM5310B,2,,,,48636013,4838379,00681
P74650-14,48636014,C1C3,PW,G,SAMP,SGPC,9/29/2014 8:38,,,,,,,,10/2/2014 11:09,10/2/2014 11:09,00681,DOC,89,19.5,mg/L,+/- 2.4,,SM5310B,2,,,,48636014,4838386,00681
P74578-1,48575001,H1,DI,G,EB,SGPC,10/5/2014 10:00,,,,,,,,10/15/2014 9:37,10/15/2014 9:37,00681,DOC,89,2,mg/L,+/- 2.0,U,SM5310B,2,,,,48575001,4846381,00681
P74578-2,48575002,H1,SW,G,SAMP,SGPC,10/5/2014 10:00,,,,,,,,10/15/2014 9:37,10/15/2014 9:37,00681,DOC,89,8.9,mg/L,+/- 2.1,,SM5310B,2,,,,48575002,4846388,00681
P74578-3,48575003,H2,SW,G,SAMP,SGPC,10/5/2014 10:00,,,,,,,,10/15/2014 9:37,10/15/2014 9:37,00681,DOC,89,7.8,mg/L,+/- 2.1,,SM5310B,2,,,,48575003,4846395,00681
P74578-4,48575004,M1,SW,G,SAMP,SGPC,10/5/2014 10:00,,,,,,,,10/15/2014 9:37,10/15/2014 9:37,00681,DOC,89,8,mg/L,+/- 2.1,,SM5310B,2,,,,48575004,4846402,00681
P74578-5,48575005,M2,SW,G,SAMP,SGPC,10/5/2014 10:00,,,,,,,,10/15/2014 9:37,10/15/2014 9:37,00681,DOC,89,8,mg/L,+/- 2.1,,SM5310B,2,,,,48575005,4846409,00681
P74650-12,48636012,C1C1,PW,G,SAMP,SGPC,9/29/2014 8:50,,,,,,,,10/3/2014 9:49,10/3/2014 9:49,00410,ALKA,67,127,mg/L,+/- 14,,SM2320B,2,,,,48636012,4838377,00410
P74650-13,48636013,C1C2,PW,G,SAMP,SGPC,9/29/2014 8:36,,,,,,,,10/3/2014 9:56,10/3/2014 9:56,00410,ALKA,67,141,mg/L,+/- 16,,SM2320B,2,,,,48636013,4838384,00410
P74650-14,48636014,C1C3,PW,G,SAMP,SGPC,9/29/2014 8:38,,,,,,,,10/3/2014 10:04,10/3/2014 10:04,00410,ALKA,67,146,mg/L,+/- 16,,SM2320B,2,,,,48636014,4838391,00410
P74650-15,48636015,C1C4,PW,G,SAMP,SGPC,9/29/2014 8:40,,,,,,,,10/3/2014 10:12,10/3/2014 10:12,00410,ALKA,67,143,mg/L,+/- 16,,SM2320B,2,,,,48636015,4838398,00410
P74650-16,48636016,C2C5,PW,G,SAMP,SGPC,9/29/2014 9:06,,,,,,,,10/3/2014 10:19,10/3/2014 10:19,00410,ALKA,67,138,mg/L,+/- 15,,SM2320B,2,,,,48636016,4838405,00410
P74650-17,48636017,C2C6,PW,G,SAMP,SGPC,9/29/2014 9:07,,,,,,,,10/3/2014 10:26,10/3/2014 10:26,00410,ALKA,67,134,mg/L,+/- 15,,SM2320B,2,,,,48636017,4838412,00410
P74650-18,48636018,C2C7,PW,G,SAMP,SGPC,9/29/2014 9:09,,,,,,,,10/3/2014 10:34,10/3/2014 10:34,00410,ALKA,67,102,mg/L,+/- 11,,SM2320B,2,,,,48636018,4838419,00410
P74650-19,48636019,C2C8,PW,G,SAMP,SGPC,9/29/2014 9:11,,,,,,,,10/3/2014 10:41,10/3/2014 10:41,00410,ALKA,67,163,mg/L,+/- 18,,SM2320B,2,,,,48636019,4838426,00410
P74650-20,48636020,C3C9,PW,G,SAMP,SGPC,9/29/2014 9:31,,,,,,,,10/3/2014 10:56,10/3/2014 10:56,00410,ALKA,67,94,mg/L,+/- 11,,SM2320B,2,,,,48636020,4838433,00410
P74650-21,48636021,C3C10,PW,G,SAMP,SGPC,9/29/2014 9:33,,,,,,,,10/3/2014 11:03,10/3/2014 11:03,00410,ALKA,67,97,mg/L,+/- 11,,SM2320B,2,,,,48636021,4838440,00410
P74650-22,48636022,C3C11,PW,G,SAMP,SGPC,9/29/2014 9:35,,,,,,,,10/3/2014 11:10,10/3/2014 11:10,00410,ALKA,67,144,mg/L,+/- 16,,SM2320B,2,,,,48636022,4838447,00410
