Report Date:,4/24/15 9:21,,,,,,,,,
Report User Name:,Troxler lab,,,,,,,,,
Report Computer Name:,TROXLERLAB-PC,,,,,,,,,
Application:,WinSitu.exe,,,,,,,,,
Application Version:,5.6.25.0,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Log File Properties,,,,,,,,,,
File Name,BS-1D_2015-01-29_14-49-08-526.wsl,,,,,,,,,
Create Date,1/29/15 14:49,,,,,,,,,
,,,,,,,,,,
Device Properties,,,,,,,,,,
Device,Aqua TROLL 200,,,,,,,,,
Site,SG Brackish,,,,,,,,,
Device Name, ,,,,,,,,,
Serial Number,142697,,,,,,,,,
Firmware Version,1.27,,,,,,,,,
Hardware Version,1,,,,,,,,,
Device Address,1,,,,,,,,,
Device Comm Cfg,19200,8,Even,1,(Modbus-RTU),,,,,
Used Memory,0,,,,,,,,,
Used Battery,44,,,,,,,,,
,,,,,,,,,,
Log Configuration,,,,,,,,,,
,Log Name,BS-1D,,,,,,,,
,Created By,Troxler lab,,,,,,,,
,Computer Name,TROXLERLAB-PC,,,,,,,,
,Application,WinSitu.exe,,,,,,,,
,Application Version,5.6.25.0,,,,,,,,
,Create Date,10/30/2014 2:18:18 PM Central Daylight Time,,,,,,,,
,Log Setup Time Zone,Central Daylight Time,,,,,,,,
,Notes Size(bytes),4096,,,,,,,,
,Overwrite when full,Enabled,,,,,,,,
,Scheduled Start Time,10/30/2014 3:15:00 PM Central Daylight Time,,,,,,,,
,Scheduled Stop Time,No Stop Time,,,,,,,,
,Type,Linear,,,,,,,,
 ,Interval,Days: 0 hrs: 00 mins: 15 secs: 00,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Level Reference Settings At Log Creation,,,,,,,,,,
,        Level Measurement Mode,Level Depth To Water,,,,,,,,
,              Specific Gravity,1.012,,,,,,,,
,          Level Reference Mode:,Set new reference,,,,,,,,
,         Level Reference Value:,570 (mm),,,,,,,,
, Level Reference Head Pressure,1.31881 (PSI),,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Other Log Settings,,,,,,,,,,
,Depth of Probe:,916.937 (mm),,,,,,,,
,Head Pressure:,1.31984 (PSI),,,,,,,,
,Temperature:,26.0738 (C),,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Log Notes:,,,,,,,,,,
Date and Time,Note,,,,,,,,,
10/30/14 14:18,Used Battery: 44% Used Memory: 3%   User Name: Troxler lab,,,,,,,,,
1/29/15 14:45,Log Download - Used Battery: 49% Used Memory: 6%   User Name: Troxler lab Interval -  Start Time: 10/15/2014 3:15:00 PM Stop Time: 1/29/2015 9:30:00 PM,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Log Data:,,,,,,,,,,
Record Count,8739,,,,,,,,,
,,,,,,,,,Top of Well to soil length = 74.5 cm,
Sensors,1,,,,,,,,Deep Well Length=189cm,
,,,,,,,,,,
 ,1,142697,PCTD 15 PSIG (11m/35ft),,,,,,,
,,,,,,,,,,
Time Zone: Central Daylight Time/Central Standard Time,,,,,,,,,,
,,,,,,,,,,
,,Sensor: PCTD(G) 35ft          ,Sensor: PCTD(G) 35ft          ,Sensor: PCTD(G) 35ft          ,,,,,,
,Elapsed Time,SN#: 142697                   ,SN#: 142697                   ,SN#: 142697                   ,,,,,Subtracted from 189cm,
Date and Time,Seconds     ,Level Depth To Water (mm)     ,Temperature (C)               ,Pressure (PSI)                ,,Surface W. Depth (mm),Surface W. Depth(cm),,Total W. Depth (mm),Total W. Depth (cm)
10/30/14 15:15,0,581.387,25.779,1.302,,163.613,16.3613,,1308.613,130.8613
10/30/14 15:30,900,582.577,25.759,1.301,,162.423,16.2423,,1307.423,130.7423
10/30/14 15:45,1800,582.258,25.743,1.301,,162.742,16.2742,,1307.742,130.7742
10/30/14 16:00,2700,582.026,25.731,1.302,,162.974,16.2974,,1307.974,130.7974
10/30/14 16:15,3600,582.019,25.721,1.302,,162.981,16.2981,,1307.981,130.7981
10/30/14 16:30,4500,582.596,25.713,1.301,,162.404,16.2404,,1307.404,130.7404
10/30/14 16:45,5400,582.431,25.706,1.301,,162.569,16.2569,,1307.569,130.7569
10/30/14 17:00,6300,582.377,25.7,1.301,,162.623,16.2623,,1307.623,130.7623
10/30/14 17:15,7200,582.753,25.696,1.3,,162.247,16.2247,,1307.247,130.7247
10/30/14 17:30,8100,582.71,25.692,1.301,,162.29,16.229,,1307.29,130.729
10/30/14 17:45,9000,582.675,25.687,1.301,,162.325,16.2325,,1307.325,130.7325
10/30/14 18:00,9900,582.803,25.684,1.3,,162.197,16.2197,,1307.197,130.7197
10/30/14 18:15,10800,582.675,25.68,1.301,,162.325,16.2325,,1307.325,130.7325
10/30/14 18:30,11700,583.022,25.678,1.3,,161.978,16.1978,,1306.978,130.6978
10/30/14 18:45,12600,582.829,25.675,1.3,,162.171,16.2171,,1307.171,130.7171
10/30/14 19:00,13500,583.022,25.672,1.3,,161.978,16.1978,,1306.978,130.6978
10/30/14 19:15,14400,582.91,25.67,1.3,,162.09,16.209,,1307.09,130.709
10/30/14 19:30,15300,582.492,25.668,1.301,,162.508,16.2508,,1307.508,130.7508
10/30/14 19:45,16200,583.063,25.666,1.3,,161.937,16.1937,,1306.937,130.6937
10/30/14 20:00,17100,582.91,25.664,1.3,,162.09,16.209,,1307.09,130.709
10/30/14 20:15,18000,582.965,25.662,1.3,,162.035,16.2035,,1307.035,130.7035
10/30/14 20:30,18900,583.022,25.66,1.3,,161.978,16.1978,,1306.978,130.6978
10/30/14 20:45,19800,583.317,25.658,1.3,,161.683,16.1683,,1306.683,130.6683
10/30/14 21:00,20700,582.965,25.657,1.3,,162.035,16.2035,,1307.035,130.7035
10/30/14 21:15,21600,583.354,25.656,1.3,,161.646,16.1646,,1306.646,130.6646
10/30/14 21:30,22500,583.002,25.654,1.3,,161.998,16.1998,,1306.998,130.6998
10/30/14 21:45,23400,582.947,25.652,1.3,,162.053,16.2053,,1307.053,130.7053
10/30/14 22:00,24300,583.218,25.651,1.3,,161.782,16.1782,,1306.782,130.6782
10/30/14 22:15,25200,583.199,25.65,1.3,,161.801,16.1801,,1306.801,130.6801
10/30/14 22:30,26100,583.258,25.648,1.3,,161.742,16.1742,,1306.742,130.6742
10/30/14 22:45,27000,583.258,25.647,1.3,,161.742,16.1742,,1306.742,130.6742
10/30/14 23:00,27900,583.199,25.645,1.3,,161.801,16.1801,,1306.801,130.6801
10/30/14 23:15,28800,583.511,25.645,1.299,,161.489,16.1489,,1306.489,130.6489
10/30/14 23:30,29700,583.354,25.643,1.3,,161.646,16.1646,,1306.646,130.6646
10/30/14 23:45,30600,583.373,25.641,1.3,,161.627,16.1627,,1306.627,130.6627
10/31/14 0:00,31500,583.454,25.64,1.299,,161.546,16.1546,,1306.546,130.6546
10/31/14 0:15,32400,583.591,25.64,1.299,,161.409,16.1409,,1306.409,130.6409
10/31/14 0:30,33300,583.277,25.639,1.3,,161.723,16.1723,,1306.723,130.6723
10/31/14 0:45,34200,583.609,25.637,1.299,,161.391,16.1391,,1306.391,130.6391
10/31/14 1:00,35100,583.55,25.636,1.299,,161.45,16.145,,1306.45,130.645
10/31/14 1:15,36000,583.454,25.635,1.299,,161.546,16.1546,,1306.546,130.6546
10/31/14 1:30,36900,583.688,25.634,1.299,,161.312,16.1312,,1306.312,130.6312
10/31/14 1:45,37800,583.668,25.633,1.299,,161.332,16.1332,,1306.332,130.6332
10/31/14 2:00,38700,583.394,25.632,1.3,,161.606,16.1606,,1306.606,130.6606
10/31/14 2:15,39600,583.668,25.631,1.299,,161.332,16.1332,,1306.332,130.6332
10/31/14 2:30,40500,583.582,25.63,1.299,,161.418,16.1418,,1306.418,130.6418
10/31/14 2:45,41400,583.804,25.629,1.299,,161.196,16.1196,,1306.196,130.6196
10/31/14 3:00,42300,583.725,25.628,1.299,,161.275,16.1275,,1306.275,130.6275
10/31/14 3:15,43200,583.591,25.627,1.299,,161.409,16.1409,,1306.409,130.6409
10/31/14 3:30,44100,583.981,25.626,1.299,,161.019,16.1019,,1306.019,130.6019
10/31/14 3:45,45000,583.945,25.625,1.299,,161.055,16.1055,,1306.055,130.6055
10/31/14 4:00,45900,583.845,25.624,1.299,,161.155,16.1155,,1306.155,130.6155
10/31/14 4:15,46800,584.122,25.623,1.298,,160.878,16.0878,,1305.878,130.5878
10/31/14 4:30,47700,583.961,25.623,1.299,,161.039,16.1039,,1306.039,130.6039
10/31/14 4:45,48600,584.064,25.622,1.299,,160.936,16.0936,,1305.936,130.5936
10/31/14 5:00,49500,583.823,25.621,1.299,,161.177,16.1177,,1306.177,130.6177
10/31/14 5:15,50400,583.981,25.62,1.299,,161.019,16.1019,,1306.019,130.6019
10/31/14 5:30,51300,584.259,25.618,1.298,,160.741,16.0741,,1305.741,130.5741
10/31/14 5:45,52200,583.981,25.618,1.299,,161.019,16.1019,,1306.019,130.6019
10/31/14 6:00,53100,584.551,25.617,1.298,,160.449,16.0449,,1305.449,130.5449
10/31/14 6:15,54000,583.767,25.617,1.299,,161.233,16.1233,,1306.233,130.6233
10/31/14 6:30,54900,584.195,25.615,1.298,,160.805,16.0805,,1305.805,130.5805
10/31/14 6:45,55800,583.767,25.614,1.299,,161.233,16.1233,,1306.233,130.6233
10/31/14 7:00,56700,584.47,25.613,1.298,,160.53,16.053,,1305.53,130.553
10/31/14 7:15,57600,583.981,25.613,1.299,,161.019,16.1019,,1306.019,130.6019
10/31/14 7:30,58500,584.195,25.612,1.298,,160.805,16.0805,,1305.805,130.5805
10/31/14 7:45,59400,584.332,25.611,1.298,,160.668,16.0668,,1305.668,130.5668
10/31/14 8:00,60300,584.377,25.61,1.298,,160.623,16.0623,,1305.623,130.5623
10/31/14 8:15,61200,584.524,25.609,1.298,,160.476,16.0476,,1305.476,130.5476
10/31/14 8:30,62100,584.567,25.609,1.298,,160.433,16.0433,,1305.433,130.5433
10/31/14 8:45,63000,584.684,25.608,1.298,,160.316,16.0316,,1305.316,130.5316
10/31/14 9:00,63900,584.701,25.607,1.298,,160.299,16.0299,,1305.299,130.5299
10/31/14 9:15,64800,584.624,25.606,1.298,,160.376,16.0376,,1305.376,130.5376
10/31/14 9:30,65700,584.65,25.605,1.298,,160.35,16.035,,1305.35,130.535
10/31/14 9:45,66600,584.957,25.605,1.297,,160.043,16.0043,,1305.043,130.5043
10/31/14 10:00,67500,584.304,25.603,1.298,,160.696,16.0696,,1305.696,130.5696
10/31/14 10:15,68400,584.585,25.603,1.298,,160.415,16.0415,,1305.415,130.5415
10/31/14 10:30,69300,584.973,25.602,1.297,,160.027,16.0027,,1305.027,130.5027
10/31/14 10:45,70200,585.096,25.602,1.297,,159.904,15.9904,,1304.904,130.4904
10/31/14 11:00,71100,585.075,25.6,1.297,,159.925,15.9925,,1304.925,130.4925
10/31/14 11:15,72000,584.973,25.599,1.297,,160.027,16.0027,,1305.027,130.5027
10/31/14 11:30,72900,585.289,25.599,1.297,,159.711,15.9711,,1304.711,130.4711
10/31/14 11:45,73800,585.168,25.598,1.297,,159.832,15.9832,,1304.832,130.4832
10/31/14 12:00,74700,585.035,25.597,1.297,,159.965,15.9965,,1304.965,130.4965
10/31/14 12:15,75600,585.563,25.596,1.296,,159.437,15.9437,,1304.437,130.4437
10/31/14 12:30,76500,585.205,25.595,1.297,,159.795,15.9795,,1304.795,130.4795
10/31/14 12:45,77400,585.914,25.594,1.296,,159.086,15.9086,,1304.086,130.4086
10/31/14 13:00,78300,585.715,25.594,1.296,,159.285,15.9285,,1304.285,130.4285
10/31/14 13:15,79200,585.518,25.593,1.296,,159.482,15.9482,,1304.482,130.4482
10/31/14 13:30,80100,585.734,25.592,1.296,,159.266,15.9266,,1304.266,130.4266
10/31/14 13:45,81000,586.111,25.592,1.296,,158.889,15.8889,,1303.889,130.3889
10/31/14 14:00,81900,585.946,25.591,1.296,,159.054,15.9054,,1304.054,130.4054
10/31/14 14:15,82800,586.48,25.591,1.295,,158.52,15.852,,1303.52,130.352
10/31/14 14:30,83700,586.596,25.589,1.295,,158.404,15.8404,,1303.404,130.3404
10/31/14 14:45,84600,586.847,25.59,1.295,,158.153,15.8153,,1303.153,130.3153
10/31/14 15:00,85500,587.083,25.588,1.294,,157.917,15.7917,,1302.917,130.2917
10/31/14 15:15,86400,586.942,25.587,1.294,,158.058,15.8058,,1303.058,130.3058
10/31/14 15:30,87300,587.04,25.586,1.294,,157.96,15.796,,1302.96,130.296
10/31/14 15:45,88200,586.961,25.585,1.294,,158.039,15.8039,,1303.039,130.3039
10/31/14 16:00,89100,587.121,25.585,1.294,,157.879,15.7879,,1302.879,130.2879
10/31/14 16:15,90000,587.277,25.584,1.294,,157.723,15.7723,,1302.723,130.2723
10/31/14 16:30,90900,587.043,25.584,1.294,,157.957,15.7957,,1302.957,130.2957
10/31/14 16:45,91800,587.531,25.583,1.294,,157.469,15.7469,,1302.469,130.2469
10/31/14 17:00,92700,587.569,25.582,1.294,,157.431,15.7431,,1302.431,130.2431
10/31/14 17:15,93600,587.35,25.582,1.294,,157.65,15.765,,1302.65,130.265
10/31/14 17:30,94500,587.465,25.581,1.294,,157.535,15.7535,,1302.535,130.2535
10/31/14 17:45,95400,588.057,25.58,1.293,,156.943,15.6943,,1301.943,130.1943
10/31/14 18:00,96300,587.901,25.579,1.293,,157.099,15.7099,,1302.099,130.2099
10/31/14 18:15,97200,588.075,25.578,1.293,,156.925,15.6925,,1301.925,130.1925
10/31/14 18:30,98100,588.135,25.578,1.293,,156.865,15.6865,,1301.865,130.1865
10/31/14 18:45,99000,588.075,25.577,1.293,,156.925,15.6925,,1301.925,130.1925
10/31/14 19:00,99900,588.117,25.577,1.293,,156.883,15.6883,,1301.883,130.1883
10/31/14 19:15,100800,588.272,25.576,1.293,,156.728,15.6728,,1301.728,130.1728
10/31/14 19:30,101700,588.604,25.575,1.292,,156.396,15.6396,,1301.396,130.1396
10/31/14 19:45,102600,588.41,25.575,1.292,,156.59,15.659,,1301.59,130.159
10/31/14 20:00,103500,588.448,25.574,1.292,,156.552,15.6552,,1301.552,130.1552
10/31/14 20:15,104400,588.43,25.573,1.292,,156.57,15.657,,1301.57,130.157
10/31/14 20:30,105300,588.679,25.573,1.292,,156.321,15.6321,,1301.321,130.1321
10/31/14 20:45,106200,588.48,25.572,1.292,,156.52,15.652,,1301.52,130.152
10/31/14 21:00,107100,589.011,25.571,1.291,,155.989,15.5989,,1300.989,130.0989
10/31/14 21:15,108000,588.834,25.57,1.292,,156.166,15.6166,,1301.166,130.1166
10/31/14 21:30,108900,588.954,25.57,1.292,,156.046,15.6046,,1301.046,130.1046
10/31/14 21:45,109800,588.579,25.569,1.292,,156.421,15.6421,,1301.421,130.1421
10/31/14 22:00,110700,588.936,25.569,1.292,,156.064,15.6064,,1301.064,130.1064
10/31/14 22:15,111600,588.992,25.568,1.291,,156.008,15.6008,,1301.008,130.1008
10/31/14 22:30,112500,588.7,25.567,1.292,,156.3,15.63,,1301.3,130.13
10/31/14 22:45,113400,589.09,25.567,1.291,,155.91,15.591,,1300.91,130.091
10/31/14 23:00,114300,589.15,25.566,1.291,,155.85,15.585,,1300.85,130.085
10/31/14 23:15,115200,589.09,25.565,1.291,,155.91,15.591,,1300.91,130.091
10/31/14 23:30,116100,589.225,25.564,1.291,,155.775,15.5775,,1300.775,130.0775
10/31/14 23:45,117000,588.936,25.564,1.292,,156.064,15.6064,,1301.064,130.1064
11/1/14 0:00,117900,589.268,25.563,1.291,,155.732,15.5732,,1300.732,130.0732
11/1/14 0:15,118800,589.069,25.562,1.291,,155.931,15.5931,,1300.931,130.0931
11/1/14 0:30,119700,589.207,25.562,1.291,,155.793,15.5793,,1300.793,130.0793
11/1/14 0:45,120600,589.051,25.561,1.291,,155.949,15.5949,,1300.949,130.0949
11/1/14 1:00,121500,589.283,25.561,1.291,,155.717,15.5717,,1300.717,130.0717
11/1/14 1:15,122400,589.123,25.56,1.291,,155.877,15.5877,,1300.877,130.0877
11/1/14 1:30,123300,589.362,25.559,1.291,,155.638,15.5638,,1300.638,130.0638
11/1/14 1:45,124200,589.125,25.559,1.291,,155.875,15.5875,,1300.875,130.0875
11/1/14 2:00,125100,589.305,25.558,1.291,,155.695,15.5695,,1300.695,130.0695
11/1/14 2:15,126000,589.283,25.558,1.291,,155.717,15.5717,,1300.717,130.0717
11/1/14 2:30,126900,589.46,25.557,1.291,,155.54,15.554,,1300.54,130.054
11/1/14 2:45,127800,589.207,25.556,1.291,,155.793,15.5793,,1300.793,130.0793
11/1/14 3:00,128700,589.382,25.556,1.291,,155.618,15.5618,,1300.618,130.0618
11/1/14 3:15,129600,589.324,25.555,1.291,,155.676,15.5676,,1300.676,130.0676
11/1/14 3:30,130500,589.423,25.554,1.291,,155.577,15.5577,,1300.577,130.0577
11/1/14 3:45,131400,589.342,25.554,1.291,,155.658,15.5658,,1300.658,130.0658
11/1/14 4:00,132300,589.539,25.554,1.291,,155.461,15.5461,,1300.461,130.0461
11/1/14 4:15,133200,589.225,25.553,1.291,,155.775,15.5775,,1300.775,130.0775
11/1/14 4:30,134100,589.46,25.552,1.291,,155.54,15.554,,1300.54,130.054
11/1/14 4:45,135000,589.207,25.551,1.291,,155.793,15.5793,,1300.793,130.0793
11/1/14 5:00,135900,589.695,25.551,1.29,,155.305,15.5305,,1300.305,130.0305
11/1/14 5:15,136800,589.539,25.551,1.291,,155.461,15.5461,,1300.461,130.0461
11/1/14 5:30,137700,589.654,25.549,1.291,,155.346,15.5346,,1300.346,130.0346
11/1/14 5:45,138600,589.676,25.549,1.29,,155.324,15.5324,,1300.324,130.0324
11/1/14 6:00,139500,589.518,25.548,1.291,,155.482,15.5482,,1300.482,130.0482
11/1/14 6:15,140400,589.582,25.548,1.291,,155.418,15.5418,,1300.418,130.0418
11/1/14 6:30,141300,589.557,25.547,1.291,,155.443,15.5443,,1300.443,130.0443
11/1/14 6:45,142200,589.557,25.547,1.291,,155.443,15.5443,,1300.443,130.0443
11/1/14 7:00,143100,589.597,25.546,1.291,,155.403,15.5403,,1300.403,130.0403
11/1/14 7:15,144000,589.497,25.545,1.291,,155.503,15.5503,,1300.503,130.0503
11/1/14 7:30,144900,589.497,25.545,1.291,,155.503,15.5503,,1300.503,130.0503
11/1/14 7:45,145800,589.654,25.545,1.291,,155.346,15.5346,,1300.346,130.0346
11/1/14 8:00,146700,589.734,25.543,1.29,,155.266,15.5266,,1300.266,130.0266
11/1/14 8:15,147600,589.811,25.543,1.29,,155.189,15.5189,,1300.189,130.0189
11/1/14 8:30,148500,589.635,25.542,1.291,,155.365,15.5365,,1300.365,130.0365
11/1/14 8:45,149400,589.755,25.542,1.29,,155.245,15.5245,,1300.245,130.0245
11/1/14 9:00,150300,590.006,25.541,1.29,,154.994,15.4994,,1299.994,129.9994
11/1/14 9:15,151200,589.984,25.541,1.29,,155.016,15.5016,,1300.016,130.0016
11/1/14 9:30,152100,589.687,25.54,1.29,,155.313,15.5313,,1300.313,130.0313
11/1/14 9:45,153000,589.842,25.539,1.29,,155.158,15.5158,,1300.158,130.0158
11/1/14 10:00,153900,590.34,25.538,1.29,,154.66,15.466,,1299.66,129.966
11/1/14 10:15,154800,590.26,25.538,1.29,,154.74,15.474,,1299.74,129.974
11/1/14 10:30,155700,590.163,25.537,1.29,,154.837,15.4837,,1299.837,129.9837
11/1/14 10:45,156600,590.199,25.537,1.29,,154.801,15.4801,,1299.801,129.9801
11/1/14 11:00,157500,590.668,25.536,1.289,,154.332,15.4332,,1299.332,129.9332
11/1/14 11:15,158400,590.509,25.536,1.289,,154.491,15.4491,,1299.491,129.9491
11/1/14 11:30,159300,590.493,25.535,1.289,,154.507,15.4507,,1299.507,129.9507
11/1/14 11:45,160200,590.766,25.534,1.289,,154.234,15.4234,,1299.234,129.9234
11/1/14 12:00,161100,590.414,25.534,1.289,,154.586,15.4586,,1299.586,129.9586
11/1/14 12:15,162000,590.746,25.533,1.289,,154.254,15.4254,,1299.254,129.9254
11/1/14 12:30,162900,590.996,25.532,1.289,,154.004,15.4004,,1299.004,129.9004
11/1/14 12:45,163800,591.137,25.532,1.288,,153.863,15.3863,,1298.863,129.8863
11/1/14 13:00,164700,590.982,25.531,1.289,,154.018,15.4018,,1299.018,129.9018
11/1/14 13:15,165600,591.275,25.531,1.288,,153.725,15.3725,,1298.725,129.8725
11/1/14 13:30,166500,590.823,25.53,1.289,,154.177,15.4177,,1299.177,129.9177
11/1/14 13:45,167400,591.211,25.53,1.288,,153.789,15.3789,,1298.789,129.8789
11/1/14 14:00,168300,591.253,25.529,1.288,,153.747,15.3747,,1298.747,129.8747
11/1/14 14:15,169200,590.982,25.528,1.289,,154.018,15.4018,,1299.018,129.9018
11/1/14 14:30,170100,591.352,25.528,1.288,,153.648,15.3648,,1298.648,129.8648
11/1/14 14:45,171000,591.389,25.527,1.288,,153.611,15.3611,,1298.611,129.8611
11/1/14 15:00,171900,591.976,25.526,1.287,,153.024,15.3024,,1298.024,129.8024
11/1/14 15:15,172800,591.681,25.525,1.288,,153.319,15.3319,,1298.319,129.8319
11/1/14 15:30,173700,591.858,25.526,1.287,,153.142,15.3142,,1298.142,129.8142
11/1/14 15:45,174600,591.605,25.525,1.288,,153.395,15.3395,,1298.395,129.8395
11/1/14 16:00,175500,591.936,25.524,1.287,,153.064,15.3064,,1298.064,129.8064
11/1/14 16:15,176400,591.797,25.524,1.287,,153.203,15.3203,,1298.203,129.8203
11/1/14 16:30,177300,592.286,25.523,1.287,,152.714,15.2714,,1297.714,129.7714
11/1/14 16:45,178200,592.226,25.523,1.287,,152.774,15.2774,,1297.774,129.7774
11/1/14 17:00,179100,592.481,25.522,1.286,,152.519,15.2519,,1297.519,129.7519
11/1/14 17:15,180000,592.621,25.522,1.286,,152.379,15.2379,,1297.379,129.7379
11/1/14 17:30,180900,591.641,25.521,1.288,,153.359,15.3359,,1298.359,129.8359
11/1/14 17:45,181800,592.778,25.521,1.286,,152.222,15.2222,,1297.222,129.7222
11/1/14 18:00,182700,592.776,25.52,1.286,,152.224,15.2224,,1297.224,129.7224
11/1/14 18:15,183600,592.364,25.52,1.287,,152.636,15.2636,,1297.636,129.7636
11/1/14 18:30,184500,592.776,25.519,1.286,,152.224,15.2224,,1297.224,129.7224
11/1/14 18:45,185400,592.968,25.519,1.286,,152.032,15.2032,,1297.032,129.7032
11/1/14 19:00,186300,593.105,25.518,1.286,,151.895,15.1895,,1296.895,129.6895
11/1/14 19:15,187200,592.714,25.518,1.286,,152.286,15.2286,,1297.286,129.7286
11/1/14 19:30,188100,593.087,25.517,1.286,,151.913,15.1913,,1296.913,129.6913
11/1/14 19:45,189000,593.087,25.516,1.286,,151.913,15.1913,,1296.913,129.6913
11/1/14 20:00,189900,592.869,25.516,1.286,,152.131,15.2131,,1297.131,129.7131
11/1/14 20:15,190800,593.401,25.515,1.285,,151.599,15.1599,,1296.599,129.6599
11/1/14 20:30,191700,593.417,25.515,1.285,,151.583,15.1583,,1296.583,129.6583
11/1/14 20:45,192600,593.298,25.514,1.285,,151.702,15.1702,,1296.702,129.6702
11/1/14 21:00,193500,593.62,25.514,1.285,,151.38,15.138,,1296.38,129.638
11/1/14 21:15,194400,593.242,25.514,1.285,,151.758,15.1758,,1296.758,129.6758
11/1/14 21:30,195300,593.532,25.513,1.285,,151.468,15.1468,,1296.468,129.6468
11/1/14 21:45,196200,593.105,25.512,1.286,,151.895,15.1895,,1296.895,129.6895
11/1/14 22:00,197100,592.988,25.512,1.286,,152.012,15.2012,,1297.012,129.7012
11/1/14 22:15,198000,593.22,25.511,1.285,,151.78,15.178,,1296.78,129.678
11/1/14 22:30,198900,593.435,25.511,1.285,,151.565,15.1565,,1296.565,129.6565
11/1/14 22:45,199800,593.652,25.51,1.285,,151.348,15.1348,,1296.348,129.6348
11/1/14 23:00,200700,593.472,25.51,1.285,,151.528,15.1528,,1296.528,129.6528
11/1/14 23:15,201600,593.729,25.509,1.285,,151.271,15.1271,,1296.271,129.6271
11/1/14 23:30,202500,593.435,25.509,1.285,,151.565,15.1565,,1296.565,129.6565
11/1/14 23:45,203400,593.67,25.508,1.285,,151.33,15.133,,1296.33,129.633
11/2/14 0:00,204300,593.652,25.507,1.285,,151.348,15.1348,,1296.348,129.6348
11/2/14 0:15,205200,593.767,25.508,1.285,,151.233,15.1233,,1296.233,129.6233
11/2/14 0:30,206100,593.472,25.507,1.285,,151.528,15.1528,,1296.528,129.6528
11/2/14 0:45,207000,593.417,25.506,1.285,,151.583,15.1583,,1296.583,129.6583
11/2/14 1:00,207900,593.611,25.506,1.285,,151.389,15.1389,,1296.389,129.6389
11/2/14 1:15,208800,593.767,25.505,1.285,,151.233,15.1233,,1296.233,129.6233
11/2/14 1:30,209700,593.67,25.505,1.285,,151.33,15.133,,1296.33,129.633
11/2/14 1:45,210600,593.729,25.504,1.285,,151.271,15.1271,,1296.271,129.6271
11/2/14 2:00,211500,593.707,25.503,1.285,,151.293,15.1293,,1296.293,129.6293
11/2/14 2:15,212400,593.825,25.503,1.285,,151.175,15.1175,,1296.175,129.6175
11/2/14 2:30,213300,593.67,25.502,1.285,,151.33,15.133,,1296.33,129.633
11/2/14 2:45,214200,594.004,25.502,1.284,,150.996,15.0996,,1295.996,129.5996
11/2/14 2:00,215100,593.941,25.501,1.284,,151.059,15.1059,,1296.059,129.6059
11/2/14 2:15,216000,593.945,25.501,1.284,,151.055,15.1055,,1296.055,129.6055
11/2/14 2:30,216900,593.96,25.5,1.284,,151.04,15.104,,1296.04,129.604
11/2/14 2:45,217800,594.082,25.5,1.284,,150.918,15.0918,,1295.918,129.5918
11/2/14 3:00,218700,594.04,25.5,1.284,,150.96,15.096,,1295.96,129.596
11/2/14 3:15,219600,593.96,25.499,1.284,,151.04,15.104,,1296.04,129.604
11/2/14 3:30,220500,594.001,25.499,1.284,,150.999,15.0999,,1295.999,129.5999
11/2/14 3:45,221400,593.884,25.498,1.284,,151.116,15.1116,,1296.116,129.6116
11/2/14 4:00,222300,594.021,25.497,1.284,,150.979,15.0979,,1295.979,129.5979
11/2/14 4:15,223200,594.354,25.497,1.284,,150.646,15.0646,,1295.646,129.5646
11/2/14 4:30,224100,594.196,25.496,1.284,,150.804,15.0804,,1295.804,129.5804
11/2/14 4:45,225000,593.787,25.496,1.285,,151.213,15.1213,,1296.213,129.6213
11/2/14 5:00,225900,594.336,25.496,1.284,,150.664,15.0664,,1295.664,129.5664
11/2/14 5:15,226800,593.825,25.494,1.285,,151.175,15.1175,,1296.175,129.6175
11/2/14 5:30,227700,593.941,25.494,1.284,,151.059,15.1059,,1296.059,129.6059
11/2/14 5:45,228600,594.293,25.494,1.284,,150.707,15.0707,,1295.707,129.5707
11/2/14 6:00,229500,594.492,25.493,1.284,,150.508,15.0508,,1295.508,129.5508
11/2/14 6:15,230400,594.711,25.493,1.283,,150.289,15.0289,,1295.289,129.5289
11/2/14 6:30,231300,593.84,25.492,1.284,,151.16,15.116,,1296.16,129.616
11/2/14 6:45,232200,594.373,25.492,1.284,,150.627,15.0627,,1295.627,129.5627
11/2/14 7:00,233100,594.001,25.492,1.284,,150.999,15.0999,,1295.999,129.5999
11/2/14 7:15,234000,593.88,25.491,1.284,,151.12,15.112,,1296.12,129.612
11/2/14 7:30,234900,594.059,25.49,1.284,,150.941,15.0941,,1295.941,129.5941
11/2/14 7:45,235800,594.389,25.49,1.284,,150.611,15.0611,,1295.611,129.5611
11/2/14 8:00,236700,594.603,25.489,1.283,,150.397,15.0397,,1295.397,129.5397
11/2/14 8:15,237600,594.331,25.489,1.284,,150.669,15.0669,,1295.669,129.5669
11/2/14 8:30,238500,594.389,25.488,1.284,,150.611,15.0611,,1295.611,129.5611
