Report Date:,4/24/15 9:21,,,,,,,,,
12/2/14 4:30,2816100,646.577,21.171,1.209,,98.423,9.8423,,1243.423,124.3423
12/2/14 4:45,2817000,646.161,21.183,1.209,,98.839,9.8839,,1243.839,124.3839
12/2/14 5:00,2817900,645.988,21.153,1.209,,99.012,9.9012,,1244.012,124.4012
12/2/14 5:15,2818800,645.852,21.15,1.21,,99.148,9.9148,,1244.148,124.4148
12/2/14 5:30,2819700,646.083,21.143,1.209,,98.917,9.8917,,1243.917,124.3917
12/2/14 5:45,2820600,646.355,21.16,1.209,,98.645,9.8645,,1243.645,124.3645
12/2/14 6:00,2821500,646.086,21.131,1.209,,98.914,9.8914,,1243.914,124.3914
12/2/14 6:15,2822400,645.929,21.132,1.21,,99.071,9.9071,,1244.071,124.4071
12/2/14 6:30,2823300,646.203,21.094,1.209,,98.797,9.8797,,1243.797,124.3797
12/2/14 6:45,2824200,646.048,21.095,1.209,,98.952,9.8952,,1243.952,124.3952
12/2/14 7:00,2825100,646.188,21.076,1.209,,98.812,9.8812,,1243.812,124.3812
12/2/14 7:15,2826000,646.475,21.07,1.209,,98.525,9.8525,,1243.525,124.3525
12/2/14 7:30,2826900,646.228,21.057,1.209,,98.772,9.8772,,1243.772,124.3772
12/2/14 7:45,2827800,646.245,21.037,1.209,,98.755,9.8755,,1243.755,124.3755
12/2/14 8:00,2828700,646.455,21.057,1.209,,98.545,9.8545,,1243.545,124.3545
12/2/14 8:15,2829600,646.22,21.036,1.209,,98.78,9.878,,1243.78,124.378
12/2/14 8:30,2830500,645.949,21.061,1.209,,99.051,9.9051,,1244.051,124.4051
12/2/14 8:45,2831400,646.574,21.062,1.209,,98.426,9.8426,,1243.426,124.3426
12/2/14 9:00,2832300,646.255,21.093,1.209,,98.745,9.8745,,1243.745,124.3745
12/2/14 9:15,2833200,646.3,21.09,1.209,,98.7,9.87,,1243.7,124.37
12/2/14 9:30,2834100,646.359,21.11,1.209,,98.641,9.8641,,1243.641,124.3641
12/2/14 9:45,2835000,646.801,21.124,1.208,,98.199,9.8199,,1243.199,124.3199
12/2/14 10:00,2835900,646.683,21.159,1.208,,98.317,9.8317,,1243.317,124.3317
12/2/14 10:15,2836800,646.664,21.179,1.208,,98.336,9.8336,,1243.336,124.3336
12/2/14 10:30,2837700,646.99,21.194,1.208,,98.01,9.801,,1243.01,124.301
12/2/14 10:45,2838600,646.838,21.221,1.208,,98.162,9.8162,,1243.162,124.3162
12/2/14 11:00,2839500,647.295,21.262,1.208,,97.705,9.7705,,1242.705,124.2705
12/2/14 11:15,2840400,647.701,21.265,1.207,,97.299,9.7299,,1242.299,124.2299
12/2/14 11:30,2841300,647.372,21.309,1.207,,97.628,9.7628,,1242.628,124.2628
12/2/14 11:45,2842200,647.235,21.341,1.208,,97.765,9.7765,,1242.765,124.2765
12/2/14 12:00,2843100,647.794,21.367,1.207,,97.206,9.7206,,1242.206,124.2206
12/2/14 12:15,2844000,647.6,21.402,1.207,,97.4,9.74,,1242.4,124.24
12/2/14 12:30,2844900,647.62,21.417,1.207,,97.38,9.738,,1242.38,124.238
12/2/14 12:45,2845800,647.81,21.442,1.207,,97.19,9.719,,1242.19,124.219
12/2/14 13:00,2846700,647.732,21.453,1.207,,97.268,9.7268,,1242.268,124.2268
12/2/14 13:15,2847600,647.946,21.487,1.207,,97.054,9.7054,,1242.054,124.2054
12/2/14 13:30,2848500,647.689,21.502,1.207,,97.311,9.7311,,1242.311,124.2311
12/2/14 13:45,2849400,648.46,21.528,1.206,,96.54,9.654,,1241.54,124.154
12/2/14 14:00,2850300,648.425,21.56,1.206,,96.575,9.6575,,1241.575,124.1575
12/2/14 14:15,2851200,647.816,21.585,1.207,,97.184,9.7184,,1242.184,124.2184
12/2/14 14:30,2852100,648.425,21.599,1.206,,96.575,9.6575,,1241.575,124.1575
12/2/14 14:45,2853000,648.089,21.64,1.206,,96.911,9.6911,,1241.911,124.1911
12/2/14 15:00,2853900,648.536,21.623,1.206,,96.464,9.6464,,1241.464,124.1464
12/2/14 15:15,2854800,648.864,21.64,1.205,,96.136,9.6136,,1241.136,124.1136
12/2/14 15:30,2855700,649.037,21.664,1.205,,95.963,9.5963,,1240.963,124.0963
12/2/14 15:45,2856600,648.723,21.674,1.206,,96.277,9.6277,,1241.277,124.1277
12/2/14 16:00,2857500,649.031,21.7,1.205,,95.969,9.5969,,1240.969,124.0969
12/2/14 16:15,2858400,649.075,21.718,1.205,,95.925,9.5925,,1240.925,124.0925
12/2/14 16:30,2859300,649.111,21.719,1.205,,95.889,9.5889,,1240.889,124.0889
12/2/14 16:45,2860200,649.207,21.736,1.205,,95.793,9.5793,,1240.793,124.0793
12/2/14 17:00,2861100,649.418,21.756,1.204,,95.582,9.5582,,1240.582,124.0582
12/2/14 17:15,2862000,648.892,21.749,1.205,,96.108,9.6108,,1241.108,124.1108
12/2/14 17:30,2862900,649.304,21.785,1.205,,95.696,9.5696,,1240.696,124.0696
12/2/14 17:45,2863800,648.954,21.795,1.205,,96.046,9.6046,,1241.046,124.1046
12/2/14 18:00,2864700,649.339,21.751,1.205,,95.661,9.5661,,1240.661,124.0661
12/2/14 18:15,2865600,649.395,21.79,1.205,,95.605,9.5605,,1240.605,124.0605
12/2/14 18:30,2866500,649.003,21.816,1.205,,95.997,9.5997,,1240.997,124.0997
12/2/14 18:45,2867400,649.352,21.833,1.205,,95.648,9.5648,,1240.648,124.0648
12/2/14 19:00,2868300,649.687,21.827,1.204,,95.313,9.5313,,1240.313,124.0313
12/2/14 19:15,2869200,649.644,21.834,1.204,,95.356,9.5356,,1240.356,124.0356
12/2/14 19:30,2870100,649.41,21.831,1.205,,95.59,9.559,,1240.59,124.059
12/2/14 19:45,2871000,649.475,21.84,1.204,,95.525,9.5525,,1240.525,124.0525
12/2/14 20:00,2871900,649.372,21.847,1.205,,95.628,9.5628,,1240.628,124.0628
12/2/14 20:15,2872800,649.954,21.818,1.204,,95.046,9.5046,,1240.046,124.0046
12/2/14 20:30,2873700,649.644,21.813,1.204,,95.356,9.5356,,1240.356,124.0356
12/2/14 20:45,2874600,649.434,21.818,1.204,,95.566,9.5566,,1240.566,124.0566
12/2/14 21:00,2875500,649.687,21.841,1.204,,95.313,9.5313,,1240.313,124.0313
12/2/14 21:15,2876400,649.469,21.828,1.204,,95.531,9.5531,,1240.531,124.0531
12/2/14 21:30,2877300,649.183,21.829,1.205,,95.817,9.5817,,1240.817,124.0817
12/2/14 21:45,2878200,649.665,21.804,1.204,,95.335,9.5335,,1240.335,124.0335
12/2/14 22:00,2879100,649.415,21.785,1.205,,95.585,9.5585,,1240.585,124.0585
12/2/14 22:15,2880000,649.437,21.807,1.204,,95.563,9.5563,,1240.563,124.0563
12/2/14 22:30,2880900,649.687,21.797,1.204,,95.313,9.5313,,1240.313,124.0313
12/2/14 22:45,2881800,650.037,21.784,1.204,,94.963,9.4963,,1239.963,123.9963
12/2/14 23:00,2882700,649.589,21.781,1.204,,95.411,9.5411,,1240.411,124.0411
12/2/14 23:15,2883600,649.534,21.758,1.204,,95.466,9.5466,,1240.466,124.0466
12/2/14 23:30,2884500,649.627,21.75,1.204,,95.373,9.5373,,1240.373,124.0373
12/2/14 23:45,2885400,649.862,21.795,1.204,,95.138,9.5138,,1240.138,124.0138
12/3/14 0:00,2886300,649.762,21.776,1.204,,95.238,9.5238,,1240.238,124.0238
12/3/14 0:15,2887200,649.768,21.757,1.204,,95.232,9.5232,,1240.232,124.0232
12/3/14 0:30,2888100,649.65,21.748,1.204,,95.35,9.535,,1240.35,124.035
12/3/14 0:45,2889000,649.978,21.741,1.204,,95.022,9.5022,,1240.022,124.0022
12/3/14 1:00,2889900,649.996,21.732,1.204,,95.004,9.5004,,1240.004,124.0004
12/3/14 1:15,2890800,649.65,21.741,1.204,,95.35,9.535,,1240.35,124.035
12/3/14 1:30,2891700,649.883,21.734,1.204,,95.117,9.5117,,1240.117,124.0117
12/3/14 1:45,2892600,649.784,21.732,1.204,,95.216,9.5216,,1240.216,124.0216
12/3/14 2:00,2893500,650.018,21.74,1.204,,94.982,9.4982,,1239.982,123.9982
12/3/14 2:15,2894400,649.708,21.735,1.204,,95.292,9.5292,,1240.292,124.0292
12/3/14 2:30,2895300,649.923,21.709,1.204,,95.077,9.5077,,1240.077,124.0077
12/3/14 2:45,2896200,649.883,21.69,1.204,,95.117,9.5117,,1240.117,124.0117
12/3/14 3:00,2897100,649.615,21.683,1.204,,95.385,9.5385,,1240.385,124.0385
12/3/14 3:15,2898000,649.923,21.674,1.204,,95.077,9.5077,,1240.077,124.0077
12/3/14 3:30,2898900,649.748,21.671,1.204,,95.252,9.5252,,1240.252,124.0252
12/3/14 3:45,2899800,649.768,21.674,1.204,,95.232,9.5232,,1240.232,124.0232
12/3/14 4:00,2900700,649.811,21.668,1.204,,95.189,9.5189,,1240.189,124.0189
12/3/14 4:15,2901600,649.923,21.677,1.204,,95.077,9.5077,,1240.077,124.0077
12/3/14 4:30,2902500,649.906,21.637,1.204,,95.094,9.5094,,1240.094,124.0094
12/3/14 4:45,2903400,649.866,21.629,1.204,,95.134,9.5134,,1240.134,124.0134
12/3/14 5:00,2904300,650.121,21.62,1.203,,94.879,9.4879,,1239.879,123.9879
12/3/14 5:15,2905200,650,21.601,1.204,,95,9.5,,1240,124
12/3/14 5:30,2906100,650.137,21.587,1.203,,94.863,9.4863,,1239.863,123.9863
12/3/14 5:45,2907000,649.811,21.568,1.204,,95.189,9.5189,,1240.189,124.0189
12/3/14 6:00,2907900,649.948,21.569,1.204,,95.052,9.5052,,1240.052,124.0052
12/3/14 6:15,2908800,650.198,21.552,1.203,,94.802,9.4802,,1239.802,123.9802
12/3/14 6:30,2909700,649.669,21.547,1.204,,95.331,9.5331,,1240.331,124.0331
12/3/14 6:45,2910600,650.215,21.535,1.203,,94.785,9.4785,,1239.785,123.9785
12/3/14 7:00,2911500,650.241,21.483,1.203,,94.759,9.4759,,1239.759,123.9759
12/3/14 7:15,2912400,649.792,21.494,1.204,,95.208,9.5208,,1240.208,124.0208
12/3/14 7:30,2913300,650.708,21.485,1.203,,94.292,9.4292,,1239.292,123.9292
12/3/14 7:45,2914200,650.086,21.49,1.204,,94.914,9.4914,,1239.914,123.9914
12/3/14 8:00,2915100,650.241,21.499,1.203,,94.759,9.4759,,1239.759,123.9759
12/3/14 8:15,2916000,649.987,21.468,1.204,,95.013,9.5013,,1240.013,124.0013
12/3/14 8:30,2916900,650.393,21.475,1.203,,94.607,9.4607,,1239.607,123.9607
12/3/14 8:45,2917800,650.336,21.464,1.203,,94.664,9.4664,,1239.664,123.9664
12/3/14 9:00,2918700,650.393,21.483,1.203,,94.607,9.4607,,1239.607,123.9607
12/3/14 9:15,2919600,650.372,21.495,1.203,,94.628,9.4628,,1239.628,123.9628
12/3/14 9:30,2920500,650.492,21.526,1.203,,94.508,9.4508,,1239.508,123.9508
12/3/14 9:45,2921400,650.351,21.536,1.203,,94.649,9.4649,,1239.649,123.9649
12/3/14 10:00,2922300,650.492,21.569,1.203,,94.508,9.4508,,1239.508,123.9508
12/3/14 10:15,2923200,650.681,21.582,1.203,,94.319,9.4319,,1239.319,123.9319
12/3/14 10:30,2924100,650.349,21.596,1.203,,94.651,9.4651,,1239.651,123.9651
12/3/14 10:45,2925000,650.811,21.604,1.202,,94.189,9.4189,,1239.189,123.9189
12/3/14 11:00,2925900,650.641,21.626,1.203,,94.359,9.4359,,1239.359,123.9359
12/3/14 11:15,2926800,651.024,21.647,1.202,,93.976,9.3976,,1238.976,123.8976
12/3/14 11:30,2927700,650.636,21.689,1.203,,94.364,9.4364,,1239.364,123.9364
12/3/14 11:45,2928600,650.691,21.698,1.203,,94.309,9.4309,,1239.309,123.9309
12/3/14 12:00,2929500,650.672,21.732,1.203,,94.328,9.4328,,1239.328,123.9328
12/3/14 12:15,2930400,650.946,21.734,1.202,,94.054,9.4054,,1239.054,123.9054
12/3/14 12:30,2931300,651.619,21.747,1.201,,93.381,9.3381,,1238.381,123.8381
12/3/14 12:45,2932200,651.211,21.773,1.202,,93.789,9.3789,,1238.789,123.8789
12/3/14 13:00,2933100,651.865,21.805,1.201,,93.135,9.3135,,1238.135,123.8135
12/3/14 13:15,2934000,651.58,21.821,1.201,,93.42,9.342,,1238.42,123.842
12/3/14 13:30,2934900,651.342,21.846,1.202,,93.658,9.3658,,1238.658,123.8658
12/3/14 13:45,2935800,651.438,21.862,1.202,,93.562,9.3562,,1238.562,123.8562
12/3/14 14:00,2936700,651.668,21.867,1.201,,93.332,9.3332,,1238.332,123.8332
12/3/14 14:15,2937600,652,21.885,1.201,,93,9.3,,1238,123.8
12/3/14 14:30,2938500,651.746,21.896,1.201,,93.254,9.3254,,1238.254,123.8254
12/3/14 14:45,2939400,652.132,21.91,1.201,,92.868,9.2868,,1237.868,123.7868
12/3/14 15:00,2940300,652.269,21.915,1.2,,92.731,9.2731,,1237.731,123.7731
12/3/14 15:15,2941200,652.152,21.949,1.201,,92.848,9.2848,,1237.848,123.7848
12/3/14 15:30,2942100,652.052,21.929,1.201,,92.948,9.2948,,1237.948,123.7948
12/3/14 15:45,2943000,652.361,21.967,1.2,,92.639,9.2639,,1237.639,123.7639
12/3/14 16:00,2943900,652.168,21.959,1.201,,92.832,9.2832,,1237.832,123.7832
12/3/14 16:15,2944800,652.459,21.978,1.2,,92.541,9.2541,,1237.541,123.7541
12/3/14 16:30,2945700,652.344,22.001,1.2,,92.656,9.2656,,1237.656,123.7656
12/3/14 16:45,2946600,652.3,22.006,1.2,,92.7,9.27,,1237.7,123.77
12/3/14 17:00,2947500,652.536,22.017,1.2,,92.464,9.2464,,1237.464,123.7464
12/3/14 17:15,2948400,652.378,22.031,1.2,,92.622,9.2622,,1237.622,123.7622
12/3/14 17:30,2949300,652.514,22.042,1.2,,92.486,9.2486,,1237.486,123.7486
12/3/14 17:45,2950200,652.494,22.041,1.2,,92.506,9.2506,,1237.506,123.7506
12/3/14 18:00,2951100,652.589,22.046,1.2,,92.411,9.2411,,1237.411,123.7411
12/3/14 18:15,2952000,652.472,22.058,1.2,,92.528,9.2528,,1237.528,123.7528
12/3/14 18:30,2952900,652.494,22.058,1.2,,92.506,9.2506,,1237.506,123.7506
12/3/14 18:45,2953800,652.627,22.074,1.2,,92.373,9.2373,,1237.373,123.7373
12/3/14 19:00,2954700,652.703,22.049,1.2,,92.297,9.2297,,1237.297,123.7297
12/3/14 19:15,2955600,652.919,22.086,1.199,,92.081,9.2081,,1237.081,123.7081
12/3/14 19:30,2956500,652.88,22.09,1.2,,92.12,9.212,,1237.12,123.712
12/3/14 19:45,2957400,652.82,22.091,1.2,,92.18,9.218,,1237.18,123.718
12/3/14 20:00,2958300,652.899,22.092,1.199,,92.101,9.2101,,1237.101,123.7101
12/3/14 20:15,2959200,652.566,22.114,1.2,,92.434,9.2434,,1237.434,123.7434
12/3/14 20:30,2960100,652.976,22.11,1.199,,92.024,9.2024,,1237.024,123.7024
12/3/14 20:45,2961000,652.683,22.099,1.2,,92.317,9.2317,,1237.317,123.7317
12/3/14 21:00,2961900,652.854,22.131,1.2,,92.146,9.2146,,1237.146,123.7146
12/3/14 21:15,2962800,652.842,22.093,1.2,,92.158,9.2158,,1237.158,123.7158
12/3/14 21:30,2963700,652.82,22.087,1.2,,92.18,9.218,,1237.18,123.718
12/3/14 21:45,2964600,652.937,22.071,1.199,,92.063,9.2063,,1237.063,123.7063
12/3/14 22:00,2965500,652.937,22.072,1.199,,92.063,9.2063,,1237.063,123.7063
12/3/14 22:15,2966400,652.589,22.084,1.2,,92.411,9.2411,,1237.411,123.7411
12/3/14 22:30,2967300,653.094,22.056,1.199,,91.906,9.1906,,1236.906,123.6906
12/3/14 22:45,2968200,652.82,22.049,1.2,,92.18,9.218,,1237.18,123.718
12/3/14 23:00,2969100,652.783,22.04,1.2,,92.217,9.2217,,1237.217,123.7217
12/3/14 23:15,2970000,653.269,22.021,1.199,,91.731,9.1731,,1236.731,123.6731
12/3/14 23:30,2970900,652.88,22.035,1.2,,92.12,9.212,,1237.12,123.712
12/3/14 23:45,2971800,653.132,22.026,1.199,,91.868,9.1868,,1236.868,123.6868
12/4/14 0:00,2972700,653.078,22.001,1.199,,91.922,9.1922,,1236.922,123.6922
12/4/14 0:15,2973600,652.976,22.009,1.199,,92.024,9.2024,,1237.024,123.7024
12/4/14 0:30,2974500,652.866,21.987,1.2,,92.134,9.2134,,1237.134,123.7134
12/4/14 0:45,2975400,653.174,21.977,1.199,,91.826,9.1826,,1236.826,123.6826
12/4/14 1:00,2976300,653.06,21.957,1.199,,91.94,9.194,,1236.94,123.694
12/4/14 1:15,2977200,653.293,21.959,1.199,,91.707,9.1707,,1236.707,123.6707
12/4/14 1:30,2978100,652.978,21.969,1.199,,92.022,9.2022,,1237.022,123.7022
12/4/14 1:45,2979000,653.037,21.94,1.199,,91.963,9.1963,,1236.963,123.6963
12/4/14 2:00,2979900,653.366,21.924,1.199,,91.634,9.1634,,1236.634,123.6634
12/4/14 2:15,2980800,653.467,21.925,1.199,,91.533,9.1533,,1236.533,123.6533
12/4/14 2:30,2981700,653.293,21.927,1.199,,91.707,9.1707,,1236.707,123.6707
12/4/14 2:45,2982600,653.137,21.909,1.199,,91.863,9.1863,,1236.863,123.6863
12/4/14 3:00,2983500,653.024,21.881,1.199,,91.976,9.1976,,1236.976,123.6976
12/4/14 3:15,2984400,653.042,21.881,1.199,,91.958,9.1958,,1236.958,123.6958
12/4/14 3:30,2985300,653.137,21.845,1.199,,91.863,9.1863,,1236.863,123.6863
12/4/14 3:45,2986200,653.509,21.845,1.199,,91.491,9.1491,,1236.491,123.6491
12/4/14 4:00,2987100,653.137,21.833,1.199,,91.863,9.1863,,1236.863,123.6863
12/4/14 4:15,2988000,652.668,21.841,1.2,,92.332,9.2332,,1237.332,123.7332
12/4/14 4:30,2988900,653.371,21.812,1.199,,91.629,9.1629,,1236.629,123.6629
12/4/14 4:45,2989800,653.569,21.784,1.199,,91.431,9.1431,,1236.431,123.6431
12/4/14 5:00,2990700,653.086,21.779,1.199,,91.914,9.1914,,1236.914,123.6914
12/4/14 5:15,2991600,653.416,21.752,1.199,,91.584,9.1584,,1236.584,123.6584
12/4/14 5:30,2992500,653.203,21.758,1.199,,91.797,9.1797,,1236.797,123.6797
12/4/14 5:45,2993400,653.106,21.754,1.199,,91.894,9.1894,,1236.894,123.6894
12/4/14 6:00,2994300,653.203,21.731,1.199,,91.797,9.1797,,1236.797,123.6797
12/4/14 6:15,2995200,653.164,21.689,1.199,,91.836,9.1836,,1236.836,123.6836
12/4/14 6:30,2996100,653.319,21.688,1.199,,91.681,9.1681,,1236.681,123.6681
12/4/14 6:45,2997000,653.144,21.689,1.199,,91.856,9.1856,,1236.856,123.6856
12/4/14 7:00,2997900,653.475,21.682,1.199,,91.525,9.1525,,1236.525,123.6525
12/4/14 7:15,2998800,653.224,21.654,1.199,,91.776,9.1776,,1236.776,123.6776
12/4/14 7:30,2999700,653.519,21.622,1.199,,91.481,9.1481,,1236.481,123.6481
12/4/14 7:45,3000600,653.168,21.609,1.199,,91.832,9.1832,,1236.832,123.6832
12/4/14 8:00,3001500,653.438,21.613,1.199,,91.562,9.1562,,1236.562,123.6562
12/4/14 8:15,3002400,653.241,21.624,1.199,,91.759,9.1759,,1236.759,123.6759
12/4/14 8:30,3003300,653.459,21.634,1.199,,91.541,9.1541,,1236.541,123.6541
12/4/14 8:45,3004200,653.533,21.631,1.199,,91.467,9.1467,,1236.467,123.6467
12/4/14 9:00,3005100,653.283,21.64,1.199,,91.717,9.1717,,1236.717,123.6717
12/4/14 9:15,3006000,653.749,21.621,1.198,,91.251,9.1251,,1236.251,123.6251
12/4/14 9:30,3006900,653.863,21.657,1.198,,91.137,9.1137,,1236.137,123.6137
12/4/14 9:45,3007800,653.956,21.664,1.198,,91.044,9.1044,,1236.044,123.6044
12/4/14 10:00,3008700,653.861,21.693,1.198,,91.139,9.1139,,1236.139,123.6139
12/4/14 10:15,3009600,653.901,21.708,1.198,,91.099,9.1099,,1236.099,123.6099
12/4/14 10:30,3010500,653.917,21.72,1.198,,91.083,9.1083,,1236.083,123.6083
12/4/14 10:45,3011400,653.875,21.773,1.198,,91.125,9.1125,,1236.125,123.6125
12/4/14 11:00,3012300,654.169,21.782,1.198,,90.831,9.0831,,1235.831,123.5831
12/4/14 11:15,3013200,653.897,21.802,1.198,,91.103,9.1103,,1236.103,123.6103
12/4/14 11:30,3014100,654.163,21.832,1.198,,90.837,9.0837,,1235.837,123.5837
12/4/14 11:45,3015000,654.296,21.858,1.197,,90.704,9.0704,,1235.704,123.5704
12/4/14 12:00,3015900,654.185,21.879,1.198,,90.815,9.0815,,1235.815,123.5815
12/4/14 12:15,3016800,654.311,21.906,1.197,,90.689,9.0689,,1235.689,123.5689
12/4/14 12:30,3017700,654.49,21.938,1.197,,90.51,9.051,,1235.51,123.551
12/4/14 12:45,3018600,654.781,21.942,1.197,,90.219,9.0219,,1235.219,123.5219
12/4/14 13:00,3019500,654.662,21.955,1.197,,90.338,9.0338,,1235.338,123.5338
12/4/14 13:15,3020400,654.602,21.994,1.197,,90.398,9.0398,,1235.398,123.5398
12/4/14 13:30,3021300,655.163,21.992,1.196,,89.837,8.9837,,1234.837,123.4837
12/4/14 13:45,3022200,655.026,22.008,1.196,,89.974,8.9974,,1234.974,123.4974
12/4/14 14:00,3023100,655.065,22.02,1.196,,89.935,8.9935,,1234.935,123.4935
12/4/14 14:15,3024000,654.909,22.035,1.197,,90.091,9.0091,,1235.091,123.5091
12/4/14 14:30,3024900,655.065,22.047,1.196,,89.935,8.9935,,1234.935,123.4935
12/4/14 14:45,3025800,655.333,22.07,1.196,,89.667,8.9667,,1234.667,123.4667
12/4/14 15:00,3026700,654.651,22.089,1.197,,90.349,9.0349,,1235.349,123.5349
12/4/14 15:15,3027600,655.333,22.087,1.196,,89.667,8.9667,,1234.667,123.4667
12/4/14 15:30,3028500,655.759,22.098,1.195,,89.241,8.9241,,1234.241,123.4241
12/4/14 15:45,3029400,655.995,22.1,1.195,,89.005,8.9005,,1234.005,123.4005
12/4/14 16:00,3030300,655.915,22.119,1.195,,89.085,8.9085,,1234.085,123.4085
12/4/14 16:15,3031200,655.892,22.105,1.195,,89.108,8.9108,,1234.108,123.4108
12/4/14 16:30,3032100,656.373,22.113,1.194,,88.627,8.8627,,1233.627,123.3627
12/4/14 16:45,3033000,656.107,22.143,1.195,,88.893,8.8893,,1233.893,123.3893
12/4/14 17:00,3033900,656.333,22.139,1.195,,88.667,8.8667,,1233.667,123.3667
12/4/14 17:15,3034800,655.97,22.158,1.195,,89.03,8.903,,1234.03,123.403
12/4/14 17:30,3035700,656.279,22.167,1.195,,88.721,8.8721,,1233.721,123.3721
12/4/14 17:45,3036600,655.929,22.166,1.195,,89.071,8.9071,,1234.071,123.4071
12/4/14 18:00,3037500,656.373,22.189,1.194,,88.627,8.8627,,1233.627,123.3627
12/4/14 18:15,3038400,656.279,22.164,1.195,,88.721,8.8721,,1233.721,123.3721
12/4/14 18:30,3039300,656.355,22.165,1.195,,88.645,8.8645,,1233.645,123.3645
12/4/14 18:45,3040200,656.238,22.195,1.195,,88.762,8.8762,,1233.762,123.3762
12/4/14 19:00,3041100,656.587,22.189,1.194,,88.413,8.8413,,1233.413,123.3413
12/4/14 19:15,3042000,656.368,22.217,1.194,,88.632,8.8632,,1233.632,123.3632
12/4/14 19:30,3042900,656.041,22.218,1.195,,88.959,8.8959,,1233.959,123.3959
12/4/14 19:45,3043800,656.547,22.209,1.194,,88.453,8.8453,,1233.453,123.3453
12/4/14 20:00,3044700,656.214,22.238,1.195,,88.786,8.8786,,1233.786,123.3786
12/4/14 20:15,3045600,656.953,22.244,1.194,,88.047,8.8047,,1233.047,123.3047
12/4/14 20:30,3046500,656.272,22.204,1.195,,88.728,8.8728,,1233.728,123.3728
12/4/14 20:45,3047400,656.718,22.219,1.194,,88.282,8.8282,,1233.282,123.3282
12/4/14 21:00,3048300,656.389,22.207,1.194,,88.611,8.8611,,1233.611,123.3611
12/4/14 21:15,3049200,656.763,22.184,1.194,,88.237,8.8237,,1233.237,123.3237
12/4/14 21:30,3050100,656.645,22.204,1.194,,88.355,8.8355,,1233.355,123.3355
12/4/14 21:45,3051000,656.294,22.199,1.195,,88.706,8.8706,,1233.706,123.3706
12/4/14 22:00,3051900,656.68,22.188,1.194,,88.32,8.832,,1233.32,123.332
12/4/14 22:15,3052800,656.51,22.192,1.194,,88.49,8.849,,1233.49,123.349
12/4/14 22:30,3053700,656.368,22.183,1.194,,88.632,8.8632,,1233.632,123.3632
12/4/14 22:45,3054600,656.428,22.18,1.194,,88.572,8.8572,,1233.572,123.3572
12/4/14 23:00,3055500,656.272,22.148,1.195,,88.728,8.8728,,1233.728,123.3728
12/4/14 23:15,3056400,656.625,22.175,1.194,,88.375,8.8375,,1233.375,123.3375
12/4/14 23:30,3057300,656.451,22.125,1.194,,88.549,8.8549,,1233.549,123.3549
12/4/14 23:45,3058200,656.684,22.118,1.194,,88.316,8.8316,,1233.316,123.3316
12/5/14 0:00,3059100,656.689,22.114,1.194,,88.311,8.8311,,1233.311,123.3311
12/5/14 0:15,3060000,656.823,22.107,1.194,,88.177,8.8177,,1233.177,123.3177
12/5/14 0:30,3060900,656.668,22.081,1.194,,88.332,8.8332,,1233.332,123.3332
12/5/14 0:45,3061800,657.036,22.099,1.194,,87.964,8.7964,,1232.964,123.2964
12/5/14 1:00,3062700,656.416,22.072,1.194,,88.584,8.8584,,1233.584,123.3584
12/5/14 1:15,3063600,656.941,22.076,1.194,,88.059,8.8059,,1233.059,123.3059
12/5/14 1:30,3064500,656.57,22.045,1.194,,88.43,8.843,,1233.43,123.343
12/5/14 1:45,3065400,656.744,22.029,1.194,,88.256,8.8256,,1233.256,123.3256
12/5/14 2:00,3066300,656.55,22.026,1.194,,88.45,8.845,,1233.45,123.345
12/5/14 2:15,3067200,656.668,21.998,1.194,,88.332,8.8332,,1233.332,123.3332
12/5/14 2:30,3068100,656.805,21.967,1.194,,88.195,8.8195,,1233.195,123.3195
12/5/14 2:45,3069000,656.75,21.987,1.194,,88.25,8.825,,1233.25,123.325
12/5/14 3:00,3069900,656.923,21.94,1.194,,88.077,8.8077,,1233.077,123.3077
12/5/14 3:15,3070800,656.655,21.913,1.194,,88.345,8.8345,,1233.345,123.3345
12/5/14 3:30,3071700,656.634,21.924,1.194,,88.366,8.8366,,1233.366,123.3366
12/5/14 3:45,3072600,656.634,21.92,1.194,,88.366,8.8366,,1233.366,123.3366
12/5/14 4:00,3073500,656.634,21.92,1.194,,88.366,8.8366,,1233.366,123.3366
12/5/14 4:15,3074400,656.575,21.872,1.194,,88.425,8.8425,,1233.425,123.3425
12/5/14 4:30,3075300,656.811,21.87,1.194,,88.189,8.8189,,1233.189,123.3189
12/5/14 4:45,3076200,656.559,21.856,1.194,,88.441,8.8441,,1233.441,123.3441
12/5/14 5:00,3077100,656.771,21.814,1.194,,88.229,8.8229,,1233.229,123.3229
12/5/14 5:15,3078000,656.718,21.82,1.194,,88.282,8.8282,,1233.282,123.3282
12/5/14 5:30,3078900,656.795,21.815,1.194,,88.205,8.8205,,1233.205,123.3205
12/5/14 5:45,3079800,656.853,21.778,1.194,,88.147,8.8147,,1233.147,123.3147
12/5/14 6:00,3080700,656.526,21.749,1.194,,88.474,8.8474,,1233.474,123.3474
12/5/14 6:15,3081600,656.174,21.739,1.195,,88.826,8.8826,,1233.826,123.3826
12/5/14 6:30,3082500,656.429,21.718,1.194,,88.571,8.8571,,1233.571,123.3571
12/5/14 6:45,3083400,656.699,21.706,1.194,,88.301,8.8301,,1233.301,123.3301
